Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Dummy,chl [mg m-3],depth [m],latitude [degrees_north],longitude [degrees_east],time [hours since 1950-01-01 00:00:00]
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1,B,2022-04-01T12:00:00,97.5,0.5,0,0.1306,0.49402,0.5,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2,B,2022-04-01T12:00:00,97.75,0.5,0,0.13452,0.49402,0.5,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,3,B,2022-04-01T12:00:00,98.0,0.5,0,0.13445,0.49402,0.5,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,4,B,2022-04-01T12:00:00,98.25,0.5,0,0.13584,0.49402,0.5,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,5,B,2022-04-01T12:00:00,98.5,0.5,0,0.14061,0.49402,0.5,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,6,B,2022-04-01T12:00:00,98.75,0.5,0,0.15174,0.49402,0.5,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,7,B,2022-04-01T12:00:00,99.0,0.5,0,0.20379,0.49402,0.5,99.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,8,B,2022-04-01T12:00:00,97.5,0.75,0,0.13904,0.49402,0.75,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,10,B,2022-04-01T12:00:00,98.0,0.75,0,0.1407,0.49402,0.75,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,11,B,2022-04-01T12:00:00,98.25,0.75,0,0.14196,0.49402,0.75,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,12,B,2022-04-01T12:00:00,98.5,0.75,0,0.14972,0.49402,0.75,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,13,B,2022-04-01T12:00:00,98.75,0.75,0,0.16505,0.49402,0.75,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,14,B,2022-04-01T12:00:00,99.0,0.75,0,0.18978,0.49402,0.75,99.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,17,B,2022-04-01T12:00:00,98.0,1.0,0,0.14396,0.49402,1.0,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,18,B,2022-04-01T12:00:00,98.25,1.0,0,0.14579,0.49402,1.0,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,19,B,2022-04-01T12:00:00,98.5,1.0,0,0.15447,0.49402,1.0,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,20,B,2022-04-01T12:00:00,98.75,1.0,0,0.17097,0.49402,1.0,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,23,B,2022-04-01T12:00:00,97.75,1.25,0,0.1476,0.49402,1.25,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,24,B,2022-04-01T12:00:00,98.0,1.25,0,0.14511,0.49402,1.25,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,25,B,2022-04-01T12:00:00,98.25,1.25,0,0.14793,0.49402,1.25,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,26,B,2022-04-01T12:00:00,98.5,1.25,0,0.1577,0.49402,1.25,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,27,B,2022-04-01T12:00:00,98.75,1.25,0,0.16984,0.49402,1.25,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,29,B,2022-04-01T12:00:00,97.5,1.5,0,0.13806,0.49402,1.5,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,30,B,2022-04-01T12:00:00,97.75,1.5,0,0.14032,0.49402,1.5,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,31,B,2022-04-01T12:00:00,98.0,1.5,0,0.14541,0.49402,1.5,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,32,B,2022-04-01T12:00:00,98.25,1.5,0,0.14904,0.49402,1.5,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,33,B,2022-04-01T12:00:00,98.5,1.5,0,0.16391,0.49402,1.5,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,34,B,2022-04-01T12:00:00,98.75,1.5,0,0.1768,0.49402,1.5,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,36,B,2022-04-01T12:00:00,97.5,1.75,0,0.14151,0.49402,1.75,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,37,B,2022-04-01T12:00:00,97.75,1.75,0,0.14524,0.49402,1.75,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,38,B,2022-04-01T12:00:00,98.0,1.75,0,0.15191,0.49402,1.75,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,39,B,2022-04-01T12:00:00,98.25,1.75,0,0.15677,0.49402,1.75,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,40,B,2022-04-01T12:00:00,98.5,1.75,0,0.18081,0.49402,1.75,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,43,B,2022-04-01T12:00:00,97.5,2.0,0,0.14396,0.49402,2.0,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,44,B,2022-04-01T12:00:00,97.75,2.0,0,0.15352,0.49402,2.0,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,45,B,2022-04-01T12:00:00,98.0,2.0,0,0.16782,0.49402,2.0,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,46,B,2022-04-01T12:00:00,98.25,2.0,0,0.20014,0.49402,2.0,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,50,B,2022-04-01T12:00:00,97.5,2.25,0,0.15177,0.49402,2.25,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,51,B,2022-04-01T12:00:00,97.75,2.25,0,0.18306,0.49402,2.25,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,57,B,2022-04-01T12:00:00,97.5,0.5,0,0.13034,1.54138,0.5,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,58,B,2022-04-01T12:00:00,97.75,0.5,0,0.13431,1.54138,0.5,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,59,B,2022-04-01T12:00:00,98.0,0.5,0,0.13398,1.54138,0.5,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,60,B,2022-04-01T12:00:00,98.25,0.5,0,0.13533,1.54138,0.5,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,61,B,2022-04-01T12:00:00,98.5,0.5,0,0.14028,1.54138,0.5,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,62,B,2022-04-01T12:00:00,98.75,0.5,0,0.15143,1.54138,0.5,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,63,B,2022-04-01T12:00:00,99.0,0.5,0,0.20296,1.54138,0.5,99.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,64,B,2022-04-01T12:00:00,97.5,0.75,0,0.1388,1.54138,0.75,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,66,B,2022-04-01T12:00:00,98.0,0.75,0,0.14028,1.54138,0.75,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,67,B,2022-04-01T12:00:00,98.25,0.75,0,0.14161,1.54138,0.75,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,68,B,2022-04-01T12:00:00,98.5,0.75,0,0.14927,1.54138,0.75,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,69,B,2022-04-01T12:00:00,98.75,0.75,0,0.1647,1.54138,0.75,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,70,B,2022-04-01T12:00:00,99.0,0.75,0,0.18948,1.54138,0.75,99.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,73,B,2022-04-01T12:00:00,98.0,1.0,0,0.14352,1.54138,1.0,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,74,B,2022-04-01T12:00:00,98.25,1.0,0,0.14548,1.54138,1.0,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,75,B,2022-04-01T12:00:00,98.5,1.0,0,0.15412,1.54138,1.0,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,76,B,2022-04-01T12:00:00,98.75,1.0,0,0.17046,1.54138,1.0,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,79,B,2022-04-01T12:00:00,97.75,1.25,0,0.14732,1.54138,1.25,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,80,B,2022-04-01T12:00:00,98.0,1.25,0,0.1448,1.54138,1.25,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,81,B,2022-04-01T12:00:00,98.25,1.25,0,0.14759,1.54138,1.25,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,82,B,2022-04-01T12:00:00,98.5,1.25,0,0.15733,1.54138,1.25,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,83,B,2022-04-01T12:00:00,98.75,1.25,0,0.16921,1.54138,1.25,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,85,B,2022-04-01T12:00:00,97.5,1.5,0,0.13786,1.54138,1.5,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,86,B,2022-04-01T12:00:00,97.75,1.5,0,0.14005,1.54138,1.5,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,87,B,2022-04-01T12:00:00,98.0,1.5,0,0.14516,1.54138,1.5,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,88,B,2022-04-01T12:00:00,98.25,1.5,0,0.14872,1.54138,1.5,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,89,B,2022-04-01T12:00:00,98.5,1.5,0,0.16354,1.54138,1.5,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,90,B,2022-04-01T12:00:00,98.75,1.5,0,0.17628,1.54138,1.5,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,92,B,2022-04-01T12:00:00,97.5,1.75,0,0.14123,1.54138,1.75,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,93,B,2022-04-01T12:00:00,97.75,1.75,0,0.14495,1.54138,1.75,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,94,B,2022-04-01T12:00:00,98.0,1.75,0,0.15162,1.54138,1.75,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,95,B,2022-04-01T12:00:00,98.25,1.75,0,0.15646,1.54138,1.75,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,96,B,2022-04-01T12:00:00,98.5,1.75,0,0.18036,1.54138,1.75,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,99,B,2022-04-01T12:00:00,97.5,2.0,0,0.14359,1.54138,2.0,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,100,B,2022-04-01T12:00:00,97.75,2.0,0,0.15318,1.54138,2.0,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,101,B,2022-04-01T12:00:00,98.0,2.0,0,0.16743,1.54138,2.0,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,102,B,2022-04-01T12:00:00,98.25,2.0,0,0.19966,1.54138,2.0,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,106,B,2022-04-01T12:00:00,97.5,2.25,0,0.15138,1.54138,2.25,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,107,B,2022-04-01T12:00:00,97.75,2.25,0,0.18257,1.54138,2.25,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,113,B,2022-04-01T12:00:00,97.5,0.5,0,0.12981,2.64567,0.5,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,114,B,2022-04-01T12:00:00,97.75,0.5,0,0.13381,2.64567,0.5,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,115,B,2022-04-01T12:00:00,98.0,0.5,0,0.13271,2.64567,0.5,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,116,B,2022-04-01T12:00:00,98.25,0.5,0,0.1343,2.64567,0.5,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,117,B,2022-04-01T12:00:00,98.5,0.5,0,0.13958,2.64567,0.5,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,118,B,2022-04-01T12:00:00,98.75,0.5,0,0.1507,2.64567,0.5,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,119,B,2022-04-01T12:00:00,99.0,0.5,0,0.20129,2.64567,0.5,99.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,120,B,2022-04-01T12:00:00,97.5,0.75,0,0.13823,2.64567,0.75,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,122,B,2022-04-01T12:00:00,98.0,0.75,0,0.13937,2.64567,0.75,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,123,B,2022-04-01T12:00:00,98.25,0.75,0,0.14086,2.64567,0.75,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,124,B,2022-04-01T12:00:00,98.5,0.75,0,0.14817,2.64567,0.75,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,125,B,2022-04-01T12:00:00,98.75,0.75,0,0.16376,2.64567,0.75,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,126,B,2022-04-01T12:00:00,99.0,0.75,0,0.18885,2.64567,0.75,99.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,129,B,2022-04-01T12:00:00,98.0,1.0,0,0.14272,2.64567,1.0,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,130,B,2022-04-01T12:00:00,98.25,1.0,0,0.14482,2.64567,1.0,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,131,B,2022-04-01T12:00:00,98.5,1.0,0,0.15314,2.64567,1.0,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,132,B,2022-04-01T12:00:00,98.75,1.0,0,0.16922,2.64567,1.0,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,135,B,2022-04-01T12:00:00,97.75,1.25,0,0.14652,2.64567,1.25,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,136,B,2022-04-01T12:00:00,98.0,1.25,0,0.1441,2.64567,1.25,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,137,B,2022-04-01T12:00:00,98.25,1.25,0,0.14675,2.64567,1.25,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,138,B,2022-04-01T12:00:00,98.5,1.25,0,0.15637,2.64567,1.25,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,139,B,2022-04-01T12:00:00,98.75,1.25,0,0.16749,2.64567,1.25,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,141,B,2022-04-01T12:00:00,97.5,1.5,0,0.13735,2.64567,1.5,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,142,B,2022-04-01T12:00:00,97.75,1.5,0,0.13945,2.64567,1.5,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,143,B,2022-04-01T12:00:00,98.0,1.5,0,0.14458,2.64567,1.5,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,144,B,2022-04-01T12:00:00,98.25,1.5,0,0.14798,2.64567,1.5,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,145,B,2022-04-01T12:00:00,98.5,1.5,0,0.16259,2.64567,1.5,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,146,B,2022-04-01T12:00:00,98.75,1.5,0,0.17439,2.64567,1.5,98.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,148,B,2022-04-01T12:00:00,97.5,1.75,0,0.1405,2.64567,1.75,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,149,B,2022-04-01T12:00:00,97.75,1.75,0,0.14421,2.64567,1.75,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,150,B,2022-04-01T12:00:00,98.0,1.75,0,0.15099,2.64567,1.75,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,151,B,2022-04-01T12:00:00,98.25,1.75,0,0.15572,2.64567,1.75,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,152,B,2022-04-01T12:00:00,98.5,1.75,0,0.17918,2.64567,1.75,98.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,155,B,2022-04-01T12:00:00,97.5,2.0,0,0.14249,2.64567,2.0,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,156,B,2022-04-01T12:00:00,97.75,2.0,0,0.1524,2.64567,2.0,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,157,B,2022-04-01T12:00:00,98.0,2.0,0,0.16659,2.64567,2.0,98.0,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,158,B,2022-04-01T12:00:00,98.25,2.0,0,0.19849,2.64567,2.0,98.25,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,162,B,2022-04-01T12:00:00,97.5,2.25,0,0.15048,2.64567,2.25,97.5,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,163,B,2022-04-01T12:00:00,97.75,2.25,0,0.1814,2.64567,2.25,97.75,633324
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,169,B,2022-04-02T12:00:00,97.5,0.5,0,0.13372,0.49402,0.5,97.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,170,B,2022-04-02T12:00:00,97.75,0.5,0,0.13892,0.49402,0.5,97.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,171,B,2022-04-02T12:00:00,98.0,0.5,0,0.14071,0.49402,0.5,98.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,172,B,2022-04-02T12:00:00,98.25,0.5,0,0.14608,0.49402,0.5,98.25,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,173,B,2022-04-02T12:00:00,98.5,0.5,0,0.15122,0.49402,0.5,98.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,174,B,2022-04-02T12:00:00,98.75,0.5,0,0.16203,0.49402,0.5,98.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,175,B,2022-04-02T12:00:00,99.0,0.5,0,0.22817,0.49402,0.5,99.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,176,B,2022-04-02T12:00:00,97.5,0.75,0,0.1406,0.49402,0.75,97.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,178,B,2022-04-02T12:00:00,98.0,0.75,0,0.14745,0.49402,0.75,98.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,179,B,2022-04-02T12:00:00,98.25,0.75,0,0.15317,0.49402,0.75,98.25,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,180,B,2022-04-02T12:00:00,98.5,0.75,0,0.16087,0.49402,0.75,98.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,181,B,2022-04-02T12:00:00,98.75,0.75,0,0.17145,0.49402,0.75,98.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,182,B,2022-04-02T12:00:00,99.0,0.75,0,0.19431,0.49402,0.75,99.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,185,B,2022-04-02T12:00:00,98.0,1.0,0,0.15061,0.49402,1.0,98.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,186,B,2022-04-02T12:00:00,98.25,1.0,0,0.15609,0.49402,1.0,98.25,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,187,B,2022-04-02T12:00:00,98.5,1.0,0,0.1644,0.49402,1.0,98.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,188,B,2022-04-02T12:00:00,98.75,1.0,0,0.17598,0.49402,1.0,98.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,191,B,2022-04-02T12:00:00,97.75,1.25,0,0.1529,0.49402,1.25,97.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,192,B,2022-04-02T12:00:00,98.0,1.25,0,0.15046,0.49402,1.25,98.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,193,B,2022-04-02T12:00:00,98.25,1.25,0,0.15449,0.49402,1.25,98.25,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,194,B,2022-04-02T12:00:00,98.5,1.25,0,0.16395,0.49402,1.25,98.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,195,B,2022-04-02T12:00:00,98.75,1.25,0,0.1742,0.49402,1.25,98.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,197,B,2022-04-02T12:00:00,97.5,1.5,0,0.14148,0.49402,1.5,97.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,198,B,2022-04-02T12:00:00,97.75,1.5,0,0.14229,0.49402,1.5,97.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,199,B,2022-04-02T12:00:00,98.0,1.5,0,0.14907,0.49402,1.5,98.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,200,B,2022-04-02T12:00:00,98.25,1.5,0,0.15296,0.49402,1.5,98.25,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,201,B,2022-04-02T12:00:00,98.5,1.5,0,0.16824,0.49402,1.5,98.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,202,B,2022-04-02T12:00:00,98.75,1.5,0,0.17959,0.49402,1.5,98.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,204,B,2022-04-02T12:00:00,97.5,1.75,0,0.14295,0.49402,1.75,97.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,205,B,2022-04-02T12:00:00,97.75,1.75,0,0.14593,0.49402,1.75,97.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,206,B,2022-04-02T12:00:00,98.0,1.75,0,0.15351,0.49402,1.75,98.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,207,B,2022-04-02T12:00:00,98.25,1.75,0,0.16034,0.49402,1.75,98.25,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,208,B,2022-04-02T12:00:00,98.5,1.75,0,0.18397,0.49402,1.75,98.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,211,B,2022-04-02T12:00:00,97.5,2.0,0,0.1438,0.49402,2.0,97.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,212,B,2022-04-02T12:00:00,97.75,2.0,0,0.15152,0.49402,2.0,97.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,213,B,2022-04-02T12:00:00,98.0,2.0,0,0.17042,0.49402,2.0,98.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,214,B,2022-04-02T12:00:00,98.25,2.0,0,0.20175,0.49402,2.0,98.25,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,218,B,2022-04-02T12:00:00,97.5,2.25,0,0.14864,0.49402,2.25,97.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,219,B,2022-04-02T12:00:00,97.75,2.25,0,0.1772,0.49402,2.25,97.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,225,B,2022-04-02T12:00:00,97.5,0.5,0,0.13344,1.54138,0.5,97.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,226,B,2022-04-02T12:00:00,97.75,0.5,0,0.13868,1.54138,0.5,97.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,227,B,2022-04-02T12:00:00,98.0,0.5,0,0.14022,1.54138,0.5,98.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,228,B,2022-04-02T12:00:00,98.25,0.5,0,0.14553,1.54138,0.5,98.25,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,229,B,2022-04-02T12:00:00,98.5,0.5,0,0.15072,1.54138,0.5,98.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,230,B,2022-04-02T12:00:00,98.75,0.5,0,0.1614,1.54138,0.5,98.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,231,B,2022-04-02T12:00:00,99.0,0.5,0,0.22648,1.54138,0.5,99.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,232,B,2022-04-02T12:00:00,97.5,0.75,0,0.14035,1.54138,0.75,97.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,234,B,2022-04-02T12:00:00,98.0,0.75,0,0.14668,1.54138,0.75,98.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,235,B,2022-04-02T12:00:00,98.25,0.75,0,0.15247,1.54138,0.75,98.25,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,236,B,2022-04-02T12:00:00,98.5,0.75,0,0.16013,1.54138,0.75,98.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,237,B,2022-04-02T12:00:00,98.75,0.75,0,0.1708,1.54138,0.75,98.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,238,B,2022-04-02T12:00:00,99.0,0.75,0,0.19372,1.54138,0.75,99.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,241,B,2022-04-02T12:00:00,98.0,1.0,0,0.14965,1.54138,1.0,98.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,242,B,2022-04-02T12:00:00,98.25,1.0,0,0.1553,1.54138,1.0,98.25,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,243,B,2022-04-02T12:00:00,98.5,1.0,0,0.16348,1.54138,1.0,98.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,244,B,2022-04-02T12:00:00,98.75,1.0,0,0.17493,1.54138,1.0,98.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,247,B,2022-04-02T12:00:00,97.75,1.25,0,0.15249,1.54138,1.25,97.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,248,B,2022-04-02T12:00:00,98.0,1.25,0,0.14997,1.54138,1.25,98.0,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,249,B,2022-04-02T12:00:00,98.25,1.25,0,0.15393,1.54138,1.25,98.25,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,250,B,2022-04-02T12:00:00,98.5,1.25,0,0.16322,1.54138,1.25,98.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,251,B,2022-04-02T12:00:00,98.75,1.25,0,0.17328,1.54138,1.25,98.75,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,253,B,2022-04-02T12:00:00,97.5,1.5,0,0.14125,1.54138,1.5,97.5,633348
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,254,B,2022-04-02T12:00:00,97.75,1.5,0,0.14201,1.54138,1.5,97.75,633348
