Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Dummy,chl [mg m-3],depth [m],latitude [degrees_north],longitude [degrees_east],time [hours since 1950-01-01 00:00:00]
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1812,B,2022-04-11T12:00:00,98.75,1.0,0,0.20823,2.64567,1.0,98.75,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1815,B,2022-04-11T12:00:00,97.75,1.25,0,0.18217,2.64567,1.25,97.75,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1816,B,2022-04-11T12:00:00,98.0,1.25,0,0.1718,2.64567,1.25,98.0,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1817,B,2022-04-11T12:00:00,98.25,1.25,0,0.17404,2.64567,1.25,98.25,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1818,B,2022-04-11T12:00:00,98.5,1.25,0,0.1874,2.64567,1.25,98.5,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1819,B,2022-04-11T12:00:00,98.75,1.25,0,0.21557,2.64567,1.25,98.75,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1821,B,2022-04-11T12:00:00,97.5,1.5,0,0.1798,2.64567,1.5,97.5,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1822,B,2022-04-11T12:00:00,97.75,1.5,0,0.17225,2.64567,1.5,97.75,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1823,B,2022-04-11T12:00:00,98.0,1.5,0,0.18268,2.64567,1.5,98.0,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1824,B,2022-04-11T12:00:00,98.25,1.5,0,0.18955,2.64567,1.5,98.25,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1825,B,2022-04-11T12:00:00,98.5,1.5,0,0.19423,2.64567,1.5,98.5,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1826,B,2022-04-11T12:00:00,98.75,1.5,0,0.19841,2.64567,1.5,98.75,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1828,B,2022-04-11T12:00:00,97.5,1.75,0,0.17721,2.64567,1.75,97.5,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1829,B,2022-04-11T12:00:00,97.75,1.75,0,0.17472,2.64567,1.75,97.75,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1830,B,2022-04-11T12:00:00,98.0,1.75,0,0.1947,2.64567,1.75,98.0,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1831,B,2022-04-11T12:00:00,98.25,1.75,0,0.20372,2.64567,1.75,98.25,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1832,B,2022-04-11T12:00:00,98.5,1.75,0,0.21764,2.64567,1.75,98.5,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1835,B,2022-04-11T12:00:00,97.5,2.0,0,0.17321,2.64567,2.0,97.5,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1836,B,2022-04-11T12:00:00,97.75,2.0,0,0.19237,2.64567,2.0,97.75,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1837,B,2022-04-11T12:00:00,98.0,2.0,0,0.22855,2.64567,2.0,98.0,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1838,B,2022-04-11T12:00:00,98.25,2.0,0,0.23794,2.64567,2.0,98.25,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1842,B,2022-04-11T12:00:00,97.5,2.25,0,0.203,2.64567,2.25,97.5,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1843,B,2022-04-11T12:00:00,97.75,2.25,0,0.21391,2.64567,2.25,97.75,633564
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1849,B,2022-04-12T12:00:00,97.5,0.5,0,0.16112,0.49402,0.5,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1850,B,2022-04-12T12:00:00,97.75,0.5,0,0.16939,0.49402,0.5,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1851,B,2022-04-12T12:00:00,98.0,0.5,0,0.17384,0.49402,0.5,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1852,B,2022-04-12T12:00:00,98.25,0.5,0,0.17991,0.49402,0.5,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1853,B,2022-04-12T12:00:00,98.5,0.5,0,0.1894,0.49402,0.5,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1854,B,2022-04-12T12:00:00,98.75,0.5,0,0.20496,0.49402,0.5,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1855,B,2022-04-12T12:00:00,99.0,0.5,0,0.30366,0.49402,0.5,99.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1856,B,2022-04-12T12:00:00,97.5,0.75,0,0.16655,0.49402,0.75,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1858,B,2022-04-12T12:00:00,98.0,0.75,0,0.16933,0.49402,0.75,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1859,B,2022-04-12T12:00:00,98.25,0.75,0,0.18064,0.49402,0.75,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1860,B,2022-04-12T12:00:00,98.5,0.75,0,0.1887,0.49402,0.75,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1861,B,2022-04-12T12:00:00,98.75,0.75,0,0.20041,0.49402,0.75,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1862,B,2022-04-12T12:00:00,99.0,0.75,0,0.22804,0.49402,0.75,99.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1865,B,2022-04-12T12:00:00,98.0,1.0,0,0.17322,0.49402,1.0,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1866,B,2022-04-12T12:00:00,98.25,1.0,0,0.17589,0.49402,1.0,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1867,B,2022-04-12T12:00:00,98.5,1.0,0,0.1883,0.49402,1.0,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1868,B,2022-04-12T12:00:00,98.75,1.0,0,0.21973,0.49402,1.0,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1871,B,2022-04-12T12:00:00,97.75,1.25,0,0.18835,0.49402,1.25,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1872,B,2022-04-12T12:00:00,98.0,1.25,0,0.18169,0.49402,1.25,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1873,B,2022-04-12T12:00:00,98.25,1.25,0,0.17834,0.49402,1.25,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1874,B,2022-04-12T12:00:00,98.5,1.25,0,0.19617,0.49402,1.25,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1875,B,2022-04-12T12:00:00,98.75,1.25,0,0.23564,0.49402,1.25,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1877,B,2022-04-12T12:00:00,97.5,1.5,0,0.1902,0.49402,1.5,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1878,B,2022-04-12T12:00:00,97.75,1.5,0,0.18149,0.49402,1.5,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1879,B,2022-04-12T12:00:00,98.0,1.5,0,0.19035,0.49402,1.5,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1880,B,2022-04-12T12:00:00,98.25,1.5,0,0.19015,0.49402,1.5,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1881,B,2022-04-12T12:00:00,98.5,1.5,0,0.20208,0.49402,1.5,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1882,B,2022-04-12T12:00:00,98.75,1.5,0,0.22318,0.49402,1.5,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1884,B,2022-04-12T12:00:00,97.5,1.75,0,0.18619,0.49402,1.75,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1885,B,2022-04-12T12:00:00,97.75,1.75,0,0.19339,0.49402,1.75,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1886,B,2022-04-12T12:00:00,98.0,1.75,0,0.20581,0.49402,1.75,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1887,B,2022-04-12T12:00:00,98.25,1.75,0,0.20315,0.49402,1.75,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1888,B,2022-04-12T12:00:00,98.5,1.75,0,0.22918,0.49402,1.75,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1891,B,2022-04-12T12:00:00,97.5,2.0,0,0.18648,0.49402,2.0,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1892,B,2022-04-12T12:00:00,97.75,2.0,0,0.21045,0.49402,2.0,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1893,B,2022-04-12T12:00:00,98.0,2.0,0,0.24143,0.49402,2.0,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1894,B,2022-04-12T12:00:00,98.25,2.0,0,0.2394,0.49402,2.0,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1898,B,2022-04-12T12:00:00,97.5,2.25,0,0.20959,0.49402,2.25,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1899,B,2022-04-12T12:00:00,97.75,2.25,0,0.22855,0.49402,2.25,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1905,B,2022-04-12T12:00:00,97.5,0.5,0,0.1603,1.54138,0.5,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1906,B,2022-04-12T12:00:00,97.75,0.5,0,0.16845,1.54138,0.5,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1907,B,2022-04-12T12:00:00,98.0,0.5,0,0.17272,1.54138,0.5,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1908,B,2022-04-12T12:00:00,98.25,0.5,0,0.1789,1.54138,0.5,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1909,B,2022-04-12T12:00:00,98.5,0.5,0,0.18836,1.54138,0.5,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1910,B,2022-04-12T12:00:00,98.75,0.5,0,0.20333,1.54138,0.5,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1911,B,2022-04-12T12:00:00,99.0,0.5,0,0.29816,1.54138,0.5,99.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1912,B,2022-04-12T12:00:00,97.5,0.75,0,0.16531,1.54138,0.75,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1914,B,2022-04-12T12:00:00,98.0,0.75,0,0.1677,1.54138,0.75,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1915,B,2022-04-12T12:00:00,98.25,0.75,0,0.17926,1.54138,0.75,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1916,B,2022-04-12T12:00:00,98.5,0.75,0,0.18756,1.54138,0.75,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1917,B,2022-04-12T12:00:00,98.75,0.75,0,0.19922,1.54138,0.75,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1918,B,2022-04-12T12:00:00,99.0,0.75,0,0.22602,1.54138,0.75,99.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1921,B,2022-04-12T12:00:00,98.0,1.0,0,0.17137,1.54138,1.0,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1922,B,2022-04-12T12:00:00,98.25,1.0,0,0.17458,1.54138,1.0,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1923,B,2022-04-12T12:00:00,98.5,1.0,0,0.18699,1.54138,1.0,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1924,B,2022-04-12T12:00:00,98.75,1.0,0,0.218,1.54138,1.0,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1927,B,2022-04-12T12:00:00,97.75,1.25,0,0.18661,1.54138,1.25,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1928,B,2022-04-12T12:00:00,98.0,1.25,0,0.18005,1.54138,1.25,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1929,B,2022-04-12T12:00:00,98.25,1.25,0,0.17697,1.54138,1.25,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1930,B,2022-04-12T12:00:00,98.5,1.25,0,0.1948,1.54138,1.25,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1931,B,2022-04-12T12:00:00,98.75,1.25,0,0.23328,1.54138,1.25,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1933,B,2022-04-12T12:00:00,97.5,1.5,0,0.18866,1.54138,1.5,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1934,B,2022-04-12T12:00:00,97.75,1.5,0,0.17968,1.54138,1.5,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1935,B,2022-04-12T12:00:00,98.0,1.5,0,0.18866,1.54138,1.5,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1936,B,2022-04-12T12:00:00,98.25,1.5,0,0.18879,1.54138,1.5,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1937,B,2022-04-12T12:00:00,98.5,1.5,0,0.2007,1.54138,1.5,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1938,B,2022-04-12T12:00:00,98.75,1.5,0,0.22161,1.54138,1.5,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1940,B,2022-04-12T12:00:00,97.5,1.75,0,0.1844,1.54138,1.75,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1941,B,2022-04-12T12:00:00,97.75,1.75,0,0.19132,1.54138,1.75,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1942,B,2022-04-12T12:00:00,98.0,1.75,0,0.20413,1.54138,1.75,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1943,B,2022-04-12T12:00:00,98.25,1.75,0,0.20177,1.54138,1.75,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1944,B,2022-04-12T12:00:00,98.5,1.75,0,0.2272,1.54138,1.75,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1947,B,2022-04-12T12:00:00,97.5,2.0,0,0.18488,1.54138,2.0,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1948,B,2022-04-12T12:00:00,97.75,2.0,0,0.20882,1.54138,2.0,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1949,B,2022-04-12T12:00:00,98.0,2.0,0,0.23954,1.54138,2.0,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1950,B,2022-04-12T12:00:00,98.25,2.0,0,0.2376,1.54138,2.0,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1954,B,2022-04-12T12:00:00,97.5,2.25,0,0.20847,1.54138,2.25,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1955,B,2022-04-12T12:00:00,97.75,2.25,0,0.22681,1.54138,2.25,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1961,B,2022-04-12T12:00:00,97.5,0.5,0,0.15786,2.64567,0.5,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1962,B,2022-04-12T12:00:00,97.75,0.5,0,0.16506,2.64567,0.5,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1963,B,2022-04-12T12:00:00,98.0,0.5,0,0.16821,2.64567,0.5,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1964,B,2022-04-12T12:00:00,98.25,0.5,0,0.1747,2.64567,0.5,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1965,B,2022-04-12T12:00:00,98.5,0.5,0,0.18434,2.64567,0.5,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1966,B,2022-04-12T12:00:00,98.75,0.5,0,0.19499,2.64567,0.5,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1967,B,2022-04-12T12:00:00,99.0,0.5,0,0.2715,2.64567,0.5,99.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1968,B,2022-04-12T12:00:00,97.5,0.75,0,0.16106,2.64567,0.75,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1970,B,2022-04-12T12:00:00,98.0,0.75,0,0.16162,2.64567,0.75,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1971,B,2022-04-12T12:00:00,98.25,0.75,0,0.17373,2.64567,0.75,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1972,B,2022-04-12T12:00:00,98.5,0.75,0,0.18267,2.64567,0.75,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1973,B,2022-04-12T12:00:00,98.75,0.75,0,0.1939,2.64567,0.75,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1974,B,2022-04-12T12:00:00,99.0,0.75,0,0.21611,2.64567,0.75,99.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1977,B,2022-04-12T12:00:00,98.0,1.0,0,0.16437,2.64567,1.0,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1978,B,2022-04-12T12:00:00,98.25,1.0,0,0.16953,2.64567,1.0,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1979,B,2022-04-12T12:00:00,98.5,1.0,0,0.18117,2.64567,1.0,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1980,B,2022-04-12T12:00:00,98.75,1.0,0,0.21056,2.64567,1.0,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1983,B,2022-04-12T12:00:00,97.75,1.25,0,0.17905,2.64567,1.25,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1984,B,2022-04-12T12:00:00,98.0,1.25,0,0.17375,2.64567,1.25,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1985,B,2022-04-12T12:00:00,98.25,1.25,0,0.17238,2.64567,1.25,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1986,B,2022-04-12T12:00:00,98.5,1.25,0,0.18952,2.64567,1.25,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1987,B,2022-04-12T12:00:00,98.75,1.25,0,0.22038,2.64567,1.25,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1989,B,2022-04-12T12:00:00,97.5,1.5,0,0.18159,2.64567,1.5,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1990,B,2022-04-12T12:00:00,97.75,1.5,0,0.17038,2.64567,1.5,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1991,B,2022-04-12T12:00:00,98.0,1.5,0,0.18139,2.64567,1.5,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1992,B,2022-04-12T12:00:00,98.25,1.5,0,0.18415,2.64567,1.5,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1993,B,2022-04-12T12:00:00,98.5,1.5,0,0.19485,2.64567,1.5,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1994,B,2022-04-12T12:00:00,98.75,1.5,0,0.21208,2.64567,1.5,98.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1996,B,2022-04-12T12:00:00,97.5,1.75,0,0.1767,2.64567,1.75,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1997,B,2022-04-12T12:00:00,97.75,1.75,0,0.17652,2.64567,1.75,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1998,B,2022-04-12T12:00:00,98.0,1.75,0,0.19616,2.64567,1.75,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,1999,B,2022-04-12T12:00:00,98.25,1.75,0,0.19645,2.64567,1.75,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2000,B,2022-04-12T12:00:00,98.5,1.75,0,0.21858,2.64567,1.75,98.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2003,B,2022-04-12T12:00:00,97.5,2.0,0,0.17718,2.64567,2.0,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2004,B,2022-04-12T12:00:00,97.75,2.0,0,0.19843,2.64567,2.0,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2005,B,2022-04-12T12:00:00,98.0,2.0,0,0.23033,2.64567,2.0,98.0,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2006,B,2022-04-12T12:00:00,98.25,2.0,0,0.22867,2.64567,2.0,98.25,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2010,B,2022-04-12T12:00:00,97.5,2.25,0,0.20092,2.64567,2.25,97.5,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2011,B,2022-04-12T12:00:00,97.75,2.25,0,0.21322,2.64567,2.25,97.75,633588
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2017,B,2022-04-13T12:00:00,97.5,0.5,0,0.15567,0.49402,0.5,97.5,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2018,B,2022-04-13T12:00:00,97.75,0.5,0,0.16423,0.49402,0.5,97.75,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2019,B,2022-04-13T12:00:00,98.0,0.5,0,0.17104,0.49402,0.5,98.0,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2020,B,2022-04-13T12:00:00,98.25,0.5,0,0.17642,0.49402,0.5,98.25,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2021,B,2022-04-13T12:00:00,98.5,0.5,0,0.18402,0.49402,0.5,98.5,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2022,B,2022-04-13T12:00:00,98.75,0.5,0,0.21149,0.49402,0.5,98.75,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2023,B,2022-04-13T12:00:00,99.0,0.5,0,0.29081,0.49402,0.5,99.0,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2024,B,2022-04-13T12:00:00,97.5,0.75,0,0.16019,0.49402,0.75,97.5,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2026,B,2022-04-13T12:00:00,98.0,0.75,0,0.16469,0.49402,0.75,98.0,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2027,B,2022-04-13T12:00:00,98.25,0.75,0,0.17728,0.49402,0.75,98.25,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2028,B,2022-04-13T12:00:00,98.5,0.75,0,0.18589,0.49402,0.75,98.5,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2029,B,2022-04-13T12:00:00,98.75,0.75,0,0.19956,0.49402,0.75,98.75,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2030,B,2022-04-13T12:00:00,99.0,0.75,0,0.23194,0.49402,0.75,99.0,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2033,B,2022-04-13T12:00:00,98.0,1.0,0,0.16545,0.49402,1.0,98.0,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2034,B,2022-04-13T12:00:00,98.25,1.0,0,0.17333,0.49402,1.0,98.25,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2035,B,2022-04-13T12:00:00,98.5,1.0,0,0.18422,0.49402,1.0,98.5,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2036,B,2022-04-13T12:00:00,98.75,1.0,0,0.20849,0.49402,1.0,98.75,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2039,B,2022-04-13T12:00:00,97.75,1.25,0,0.17303,0.49402,1.25,97.75,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2040,B,2022-04-13T12:00:00,98.0,1.25,0,0.16981,0.49402,1.25,98.0,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2041,B,2022-04-13T12:00:00,98.25,1.25,0,0.17268,0.49402,1.25,98.25,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2042,B,2022-04-13T12:00:00,98.5,1.25,0,0.18662,0.49402,1.25,98.5,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2043,B,2022-04-13T12:00:00,98.75,1.25,0,0.21585,0.49402,1.25,98.75,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2045,B,2022-04-13T12:00:00,97.5,1.5,0,0.18652,0.49402,1.5,97.5,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2046,B,2022-04-13T12:00:00,97.75,1.5,0,0.17333,0.49402,1.5,97.75,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2047,B,2022-04-13T12:00:00,98.0,1.5,0,0.18016,0.49402,1.5,98.0,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2048,B,2022-04-13T12:00:00,98.25,1.5,0,0.18042,0.49402,1.5,98.25,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2049,B,2022-04-13T12:00:00,98.5,1.5,0,0.18743,0.49402,1.5,98.5,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2050,B,2022-04-13T12:00:00,98.75,1.5,0,0.21042,0.49402,1.5,98.75,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2052,B,2022-04-13T12:00:00,97.5,1.75,0,0.18429,0.49402,1.75,97.5,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2053,B,2022-04-13T12:00:00,97.75,1.75,0,0.18475,0.49402,1.75,97.75,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2054,B,2022-04-13T12:00:00,98.0,1.75,0,0.19523,0.49402,1.75,98.0,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2055,B,2022-04-13T12:00:00,98.25,1.75,0,0.19262,0.49402,1.75,98.25,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2056,B,2022-04-13T12:00:00,98.5,1.75,0,0.21372,0.49402,1.75,98.5,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2059,B,2022-04-13T12:00:00,97.5,2.0,0,0.18927,0.49402,2.0,97.5,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2060,B,2022-04-13T12:00:00,97.75,2.0,0,0.20899,0.49402,2.0,97.75,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2061,B,2022-04-13T12:00:00,98.0,2.0,0,0.22643,0.49402,2.0,98.0,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2062,B,2022-04-13T12:00:00,98.25,2.0,0,0.21831,0.49402,2.0,98.25,633612
global-analysis-forecast-bio-001-028-daily_1650863123357.nc,2066,B,2022-04-13T12:00:00,97.5,2.25,0,0.20436,0.49402,2.25,97.5,633612
