Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Dummy,depth [m],latitude [degrees_north],longitude [degrees_east],thetao [degrees_C],time [hours since 1950-01-01 00:00:00]
global-analysis-forecast-phy-001-024_1650864189395.nc,3214,B,2022-04-03T12:00:00,98.58334,1.66667,0,1.54138,1.66667,98.58334,31.191229,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3215,B,2022-04-03T12:00:00,98.66666,1.66667,0,1.54138,1.66667,98.66666,31.24836,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3216,B,2022-04-03T12:00:00,98.75,1.66667,0,1.54138,1.66667,98.75,31.350902,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3221,B,2022-04-03T12:00:00,97.5,1.75,0,1.54138,1.75,97.5,30.78106,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3222,B,2022-04-03T12:00:00,97.58334,1.75,0,1.54138,1.75,97.58334,30.803766,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3223,B,2022-04-03T12:00:00,97.66666,1.75,0,1.54138,1.75,97.66666,30.823542,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3224,B,2022-04-03T12:00:00,97.75,1.75,0,1.54138,1.75,97.75,30.827937,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3225,B,2022-04-03T12:00:00,97.83334,1.75,0,1.54138,1.75,97.83334,30.849178,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3226,B,2022-04-03T12:00:00,97.91666,1.75,0,1.54138,1.75,97.91666,30.866024,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3227,B,2022-04-03T12:00:00,98.0,1.75,0,1.54138,1.75,98.0,30.880673,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3228,B,2022-04-03T12:00:00,98.08334,1.75,0,1.54138,1.75,98.08334,30.893124,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3229,B,2022-04-03T12:00:00,98.16666,1.75,0,1.54138,1.75,98.16666,30.928281,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3230,B,2022-04-03T12:00:00,98.25,1.75,0,1.54138,1.75,98.25,30.983215,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3231,B,2022-04-03T12:00:00,98.33334,1.75,0,1.54138,1.75,98.33334,31.020569,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3232,B,2022-04-03T12:00:00,98.41666,1.75,0,1.54138,1.75,98.41666,31.067446,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3233,B,2022-04-03T12:00:00,98.5,1.75,0,1.54138,1.75,98.5,31.118717,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3234,B,2022-04-03T12:00:00,98.58334,1.75,0,1.54138,1.75,98.58334,31.312815,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3235,B,2022-04-03T12:00:00,98.66666,1.75,0,1.54138,1.75,98.66666,31.249092,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3236,B,2022-04-03T12:00:00,98.75,1.75,0,1.54138,1.75,98.75,31.378002,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3241,B,2022-04-03T12:00:00,97.5,1.83333,0,1.54138,1.83333,97.5,30.782525,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3242,B,2022-04-03T12:00:00,97.58334,1.83333,0,1.54138,1.83333,97.58334,30.810358,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3243,B,2022-04-03T12:00:00,97.66666,1.83333,0,1.54138,1.83333,97.66666,30.830134,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3244,B,2022-04-03T12:00:00,97.75,1.83333,0,1.54138,1.83333,97.75,30.836726,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3245,B,2022-04-03T12:00:00,97.83334,1.83333,0,1.54138,1.83333,97.83334,30.856502,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3246,B,2022-04-03T12:00:00,97.91666,1.83333,0,1.54138,1.83333,97.91666,30.871151,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3247,B,2022-04-03T12:00:00,98.0,1.83333,0,1.54138,1.83333,98.0,30.88873,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3248,B,2022-04-03T12:00:00,98.08334,1.83333,0,1.54138,1.83333,98.08334,30.920225,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3249,B,2022-04-03T12:00:00,98.16666,1.83333,0,1.54138,1.83333,98.16666,30.974425,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3250,B,2022-04-03T12:00:00,98.25,1.83333,0,1.54138,1.83333,98.25,31.046205,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3251,B,2022-04-03T12:00:00,98.33334,1.83333,0,1.54138,1.83333,98.33334,31.088687,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3252,B,2022-04-03T12:00:00,98.41666,1.83333,0,1.54138,1.83333,98.41666,31.151677,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3253,B,2022-04-03T12:00:00,98.5,1.83333,0,1.54138,1.83333,98.5,31.291574,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3254,B,2022-04-03T12:00:00,98.58334,1.83333,0,1.54138,1.83333,98.58334,31.583819,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3261,B,2022-04-03T12:00:00,97.5,1.91667,0,1.54138,1.91667,97.5,30.766411,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3262,B,2022-04-03T12:00:00,97.58334,1.91667,0,1.54138,1.91667,97.58334,30.800104,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3263,B,2022-04-03T12:00:00,97.66666,1.91667,0,1.54138,1.91667,97.66666,30.82281,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3264,B,2022-04-03T12:00:00,97.75,1.91667,0,1.54138,1.91667,97.75,30.834529,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3265,B,2022-04-03T12:00:00,97.83334,1.91667,0,1.54138,1.91667,97.83334,30.855037,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3266,B,2022-04-03T12:00:00,97.91666,1.91667,0,1.54138,1.91667,97.91666,30.872616,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3267,B,2022-04-03T12:00:00,98.0,1.91667,0,1.54138,1.91667,98.0,30.889462,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3268,B,2022-04-03T12:00:00,98.08334,1.91667,0,1.54138,1.91667,98.08334,30.941465,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3269,B,2022-04-03T12:00:00,98.16666,1.91667,0,1.54138,1.91667,98.16666,31.01764,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3270,B,2022-04-03T12:00:00,98.25,1.91667,0,1.54138,1.91667,98.25,31.104068,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3271,B,2022-04-03T12:00:00,98.33334,1.91667,0,1.54138,1.91667,98.33334,31.159001,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3272,B,2022-04-03T12:00:00,98.41666,1.91667,0,1.54138,1.91667,98.41666,31.286447,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3273,B,2022-04-03T12:00:00,98.5,1.91667,0,1.54138,1.91667,98.5,31.542802,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3281,B,2022-04-03T12:00:00,97.5,2.0,0,1.54138,2.0,97.5,30.747368,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3282,B,2022-04-03T12:00:00,97.58334,2.0,0,1.54138,2.0,97.58334,30.777398,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3283,B,2022-04-03T12:00:00,97.66666,2.0,0,1.54138,2.0,97.66666,30.814753,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3284,B,2022-04-03T12:00:00,97.75,2.0,0,1.54138,2.0,97.75,30.829402,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3285,B,2022-04-03T12:00:00,97.83334,2.0,0,1.54138,2.0,97.83334,30.85577,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3286,B,2022-04-03T12:00:00,97.91666,2.0,0,1.54138,2.0,97.91666,30.862362,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3287,B,2022-04-03T12:00:00,98.0,2.0,0,1.54138,2.0,98.0,30.893857,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3288,B,2022-04-03T12:00:00,98.08334,2.0,0,1.54138,2.0,98.08334,30.987609,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3289,B,2022-04-03T12:00:00,98.16666,2.0,0,1.54138,2.0,98.16666,31.097476,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3290,B,2022-04-03T12:00:00,98.25,2.0,0,1.54138,2.0,98.25,31.219794,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3291,B,2022-04-03T12:00:00,98.33334,2.0,0,1.54138,2.0,98.33334,31.366283,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3292,B,2022-04-03T12:00:00,98.41666,2.0,0,1.54138,2.0,98.41666,31.609455,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3301,B,2022-04-03T12:00:00,97.5,2.08333,0,1.54138,2.08333,97.5,30.737846,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3302,B,2022-04-03T12:00:00,97.58334,2.08333,0,1.54138,2.08333,97.58334,30.772271,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3303,B,2022-04-03T12:00:00,97.66666,2.08333,0,1.54138,2.08333,97.66666,30.824274,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3304,B,2022-04-03T12:00:00,97.75,2.08333,0,1.54138,2.08333,97.75,30.845515,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3305,B,2022-04-03T12:00:00,97.83334,2.08333,0,1.54138,2.08333,97.83334,30.866024,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3306,B,2022-04-03T12:00:00,97.91666,2.08333,0,1.54138,2.08333,97.91666,30.871151,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3307,B,2022-04-03T12:00:00,98.0,2.08333,0,1.54138,2.08333,98.0,30.94879,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3308,B,2022-04-03T12:00:00,98.08334,2.08333,0,1.54138,2.08333,98.08334,31.101138,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3309,B,2022-04-03T12:00:00,98.16666,2.08333,0,1.54138,2.08333,98.16666,31.294504,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3310,B,2022-04-03T12:00:00,98.25,2.08333,0,1.54138,2.08333,98.25,31.546464,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3321,B,2022-04-03T12:00:00,97.5,2.16667,0,1.54138,2.16667,97.5,30.775201,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3322,B,2022-04-03T12:00:00,97.58334,2.16667,0,1.54138,2.16667,97.58334,30.830866,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3323,B,2022-04-03T12:00:00,97.66666,2.16667,0,1.54138,2.16667,97.66666,30.811823,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3324,B,2022-04-03T12:00:00,97.75,2.16667,0,1.54138,2.16667,97.75,30.78106,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3325,B,2022-04-03T12:00:00,97.83334,2.16667,0,1.54138,2.16667,97.83334,30.830134,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3326,B,2022-04-03T12:00:00,97.91666,2.16667,0,1.54138,2.16667,97.91666,30.886532,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3327,B,2022-04-03T12:00:00,98.0,2.16667,0,1.54138,2.16667,98.0,31.187567,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3328,B,2022-04-03T12:00:00,98.08334,2.16667,0,1.54138,2.16667,98.08334,31.369945,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3329,B,2022-04-03T12:00:00,98.16666,2.16667,0,1.54138,2.16667,98.16666,31.498123,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3341,B,2022-04-03T12:00:00,97.5,2.25,0,1.54138,2.25,97.5,30.503464,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3342,B,2022-04-03T12:00:00,97.58334,2.25,0,1.54138,2.25,97.58334,30.609668,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3343,B,2022-04-03T12:00:00,97.66666,2.25,0,1.54138,2.25,97.66666,30.734184,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3344,B,2022-04-03T12:00:00,97.75,2.25,0,1.54138,2.25,97.75,31.147282,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3345,B,2022-04-03T12:00:00,97.83334,2.25,0,1.54138,2.25,97.83334,31.246895,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3346,B,2022-04-03T12:00:00,97.91666,2.25,0,1.54138,2.25,97.91666,31.37727,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3347,B,2022-04-03T12:00:00,98.0,2.25,0,1.54138,2.25,98.0,31.508377,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3361,B,2022-04-03T12:00:00,97.5,0.58333,0,2.64567,0.58333,97.5,30.230262,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3362,B,2022-04-03T12:00:00,97.58334,0.58333,0,2.64567,0.58333,97.58334,30.272744,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3363,B,2022-04-03T12:00:00,97.66666,0.58333,0,2.64567,0.58333,97.66666,30.359905,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3366,B,2022-04-03T12:00:00,97.91666,0.58333,0,2.64567,0.58333,97.91666,30.715873,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3367,B,2022-04-03T12:00:00,98.0,0.58333,0,2.64567,0.58333,98.0,30.704154,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3368,B,2022-04-03T12:00:00,98.08334,0.58333,0,2.64567,0.58333,98.08334,30.692434,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3369,B,2022-04-03T12:00:00,98.16666,0.58333,0,2.64567,0.58333,98.16666,30.67925,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3370,B,2022-04-03T12:00:00,98.25,0.58333,0,2.64567,0.58333,98.25,30.663869,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3371,B,2022-04-03T12:00:00,98.33334,0.58333,0,2.64567,0.58333,98.33334,30.693167,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3372,B,2022-04-03T12:00:00,98.41666,0.58333,0,2.64567,0.58333,98.41666,30.758354,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3373,B,2022-04-03T12:00:00,98.5,0.58333,0,2.64567,0.58333,98.5,30.829402,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3374,B,2022-04-03T12:00:00,98.58334,0.58333,0,2.64567,0.58333,98.58334,30.881405,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3375,B,2022-04-03T12:00:00,98.66666,0.58333,0,2.64567,0.58333,98.66666,30.879208,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3376,B,2022-04-03T12:00:00,98.75,0.58333,0,2.64567,0.58333,98.75,30.870418,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3377,B,2022-04-03T12:00:00,98.83334,0.58333,0,2.64567,0.58333,98.83334,30.95172,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3378,B,2022-04-03T12:00:00,98.91666,0.58333,0,2.64567,0.58333,98.91666,31.051332,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3379,B,2022-04-03T12:00:00,99.0,0.58333,0,2.64567,0.58333,99.0,31.147282,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3380,B,2022-04-03T12:00:00,99.08334,0.58333,0,2.64567,0.58333,99.08334,31.391919,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3381,B,2022-04-03T12:00:00,97.5,0.66667,0,2.64567,0.66667,97.5,30.294717,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3382,B,2022-04-03T12:00:00,97.58334,0.66667,0,2.64567,0.66667,97.58334,30.347453,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3383,B,2022-04-03T12:00:00,97.66666,0.66667,0,2.64567,0.66667,97.66666,30.389935,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3386,B,2022-04-03T12:00:00,97.91666,0.66667,0,2.64567,0.66667,97.91666,30.729789,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3387,B,2022-04-03T12:00:00,98.0,0.66667,0,2.64567,0.66667,98.0,30.701956,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3388,B,2022-04-03T12:00:00,98.08334,0.66667,0,2.64567,0.66667,98.08334,30.696829,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3389,B,2022-04-03T12:00:00,98.16666,0.66667,0,2.64567,0.66667,98.16666,30.705618,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3390,B,2022-04-03T12:00:00,98.25,0.66667,0,2.64567,0.66667,98.25,30.703421,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3391,B,2022-04-03T12:00:00,98.33334,0.66667,0,2.64567,0.66667,98.33334,30.734184,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3392,B,2022-04-03T12:00:00,98.41666,0.66667,0,2.64567,0.66667,98.41666,30.805963,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3393,B,2022-04-03T12:00:00,98.5,0.66667,0,2.64567,0.66667,98.5,30.892392,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3394,B,2022-04-03T12:00:00,98.58334,0.66667,0,2.64567,0.66667,98.58334,30.959044,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3395,B,2022-04-03T12:00:00,98.66666,0.66667,0,2.64567,0.66667,98.66666,30.961974,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3396,B,2022-04-03T12:00:00,98.75,0.66667,0,2.64567,0.66667,98.75,30.964904,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3397,B,2022-04-03T12:00:00,98.83334,0.66667,0,2.64567,0.66667,98.83334,31.051332,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3398,B,2022-04-03T12:00:00,98.91666,0.66667,0,2.64567,0.66667,98.91666,31.167058,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3399,B,2022-04-03T12:00:00,99.0,0.66667,0,2.64567,0.66667,99.0,31.309885,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3401,B,2022-04-03T12:00:00,97.5,0.75,0,2.64567,0.75,97.5,30.36137,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3402,B,2022-04-03T12:00:00,97.58334,0.75,0,2.64567,0.75,97.58334,30.449263,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3406,B,2022-04-03T12:00:00,97.91666,0.75,0,2.64567,0.75,97.91666,30.773003,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3407,B,2022-04-03T12:00:00,98.0,0.75,0,2.64567,0.75,98.0,30.665334,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3408,B,2022-04-03T12:00:00,98.08334,0.75,0,2.64567,0.75,98.08334,30.691702,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3409,B,2022-04-03T12:00:00,98.16666,0.75,0,2.64567,0.75,98.16666,30.715873,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3410,B,2022-04-03T12:00:00,98.25,0.75,0,2.64567,0.75,98.25,30.734916,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3411,B,2022-04-03T12:00:00,98.33334,0.75,0,2.64567,0.75,98.33334,30.773736,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3412,B,2022-04-03T12:00:00,98.41666,0.75,0,2.64567,0.75,98.41666,30.848445,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3413,B,2022-04-03T12:00:00,98.5,0.75,0,2.64567,0.75,98.5,30.940001,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3414,B,2022-04-03T12:00:00,98.58334,0.75,0,2.64567,0.75,98.58334,31.001526,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3415,B,2022-04-03T12:00:00,98.66666,0.75,0,2.64567,0.75,98.66666,31.004456,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3416,B,2022-04-03T12:00:00,98.75,0.75,0,2.64567,0.75,98.75,31.01471,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3417,B,2022-04-03T12:00:00,98.83334,0.75,0,2.64567,0.75,98.83334,31.120914,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3418,B,2022-04-03T12:00:00,98.91666,0.75,0,2.64567,0.75,98.91666,31.271065,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3419,B,2022-04-03T12:00:00,99.0,0.75,0,2.64567,0.75,99.0,31.504715,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3421,B,2022-04-03T12:00:00,97.5,0.83333,0,2.64567,0.83333,97.5,30.396527,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3422,B,2022-04-03T12:00:00,97.58334,0.83333,0,2.64567,0.83333,97.58334,30.437544,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3426,B,2022-04-03T12:00:00,97.91666,0.83333,0,2.64567,0.83333,97.91666,30.890194,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3427,B,2022-04-03T12:00:00,98.0,0.83333,0,2.64567,0.83333,98.0,30.719535,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3428,B,2022-04-03T12:00:00,98.08334,0.83333,0,2.64567,0.83333,98.08334,30.693899,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3429,B,2022-04-03T12:00:00,98.16666,0.83333,0,2.64567,0.83333,98.16666,30.713675,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3430,B,2022-04-03T12:00:00,98.25,0.83333,0,2.64567,0.83333,98.25,30.752495,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3431,B,2022-04-03T12:00:00,98.33334,0.83333,0,2.64567,0.83333,98.33334,30.804498,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3432,B,2022-04-03T12:00:00,98.41666,0.83333,0,2.64567,0.83333,98.41666,30.874081,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3433,B,2022-04-03T12:00:00,98.5,0.83333,0,2.64567,0.83333,98.5,30.957579,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3434,B,2022-04-03T12:00:00,98.58334,0.83333,0,2.64567,0.83333,98.58334,30.997131,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3435,B,2022-04-03T12:00:00,98.66666,0.83333,0,2.64567,0.83333,98.66666,30.997131,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3436,B,2022-04-03T12:00:00,98.75,0.83333,0,2.64567,0.83333,98.75,31.016175,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3437,B,2022-04-03T12:00:00,98.83334,0.83333,0,2.64567,0.83333,98.83334,31.135563,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3438,B,2022-04-03T12:00:00,98.91666,0.83333,0,2.64567,0.83333,98.91666,31.28132,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3439,B,2022-04-03T12:00:00,99.0,0.83333,0,2.64567,0.83333,99.0,31.464431,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3446,B,2022-04-03T12:00:00,97.91666,0.91667,0,2.64567,0.91667,97.91666,30.734184,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3447,B,2022-04-03T12:00:00,98.0,0.91667,0,2.64567,0.91667,98.0,30.707816,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3448,B,2022-04-03T12:00:00,98.08334,0.91667,0,2.64567,0.91667,98.08334,30.693899,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3449,B,2022-04-03T12:00:00,98.16666,0.91667,0,2.64567,0.91667,98.16666,30.709281,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3450,B,2022-04-03T12:00:00,98.25,0.91667,0,2.64567,0.91667,98.25,30.755425,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3451,B,2022-04-03T12:00:00,98.33334,0.91667,0,2.64567,0.91667,98.33334,30.820612,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3452,B,2022-04-03T12:00:00,98.41666,0.91667,0,2.64567,0.91667,98.41666,30.889462,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3453,B,2022-04-03T12:00:00,98.5,0.91667,0,2.64567,0.91667,98.5,30.946593,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3454,B,2022-04-03T12:00:00,98.58334,0.91667,0,2.64567,0.91667,98.58334,30.972961,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3455,B,2022-04-03T12:00:00,98.66666,0.91667,0,2.64567,0.91667,98.66666,30.979553,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3456,B,2022-04-03T12:00:00,98.75,0.91667,0,2.64567,0.91667,98.75,31.005921,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3457,B,2022-04-03T12:00:00,98.83334,0.91667,0,2.64567,0.91667,98.83334,31.139958,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3458,B,2022-04-03T12:00:00,98.91666,0.91667,0,2.64567,0.91667,98.91666,31.321604,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3466,B,2022-04-03T12:00:00,97.91666,1.0,0,2.64567,1.0,97.91666,30.747368,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3467,B,2022-04-03T12:00:00,98.0,1.0,0,2.64567,1.0,98.0,30.731986,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3468,B,2022-04-03T12:00:00,98.08334,1.0,0,2.64567,1.0,98.08334,30.705618,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3469,B,2022-04-03T12:00:00,98.16666,1.0,0,2.64567,1.0,98.16666,30.711478,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3470,B,2022-04-03T12:00:00,98.25,1.0,0,2.64567,1.0,98.25,30.75689,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3471,B,2022-04-03T12:00:00,98.33334,1.0,0,2.64567,1.0,98.33334,30.819147,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3472,B,2022-04-03T12:00:00,98.41666,1.0,0,2.64567,1.0,98.41666,30.884335,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3473,B,2022-04-03T12:00:00,98.5,1.0,0,2.64567,1.0,98.5,30.928281,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3474,B,2022-04-03T12:00:00,98.58334,1.0,0,2.64567,1.0,98.58334,30.953917,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3475,B,2022-04-03T12:00:00,98.66666,1.0,0,2.64567,1.0,98.66666,30.983215,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3476,B,2022-04-03T12:00:00,98.75,1.0,0,2.64567,1.0,98.75,31.011048,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3477,B,2022-04-03T12:00:00,98.83334,1.0,0,2.64567,1.0,98.83334,31.14655,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3478,B,2022-04-03T12:00:00,98.91666,1.0,0,2.64567,1.0,98.91666,31.301096,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3486,B,2022-04-03T12:00:00,97.91666,1.08333,0,2.64567,1.08333,97.91666,30.763482,633372
global-analysis-forecast-phy-001-024_1650864189395.nc,3487,B,2022-04-03T12:00:00,98.0,1.08333,0,2.64567,1.08333,98.0,30.717338,633372
