Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Dummy,depth [m],latitude [degrees_north],longitude [degrees_east],time [hours since 1950-01-01 00:00:00],uo [m s-1],vo [m s-1]
global-analysis-forecast-phy-001-024_1650864290144.nc,5497,B,2022-04-05T12:00:00,98.83334,0.66667,0,1.54138,0.66667,98.83334,633420,0.060427,-0.199591
global-analysis-forecast-phy-001-024_1650864290144.nc,5498,B,2022-04-05T12:00:00,98.91666,0.66667,0,1.54138,0.66667,98.91666,633420,0.062868,-0.182501
global-analysis-forecast-phy-001-024_1650864290144.nc,5499,B,2022-04-05T12:00:00,99.0,0.66667,0,1.54138,0.66667,99.0,633420,0.068361,-0.166631
global-analysis-forecast-phy-001-024_1650864290144.nc,5501,B,2022-04-05T12:00:00,97.5,0.75,0,1.54138,0.75,97.5,633420,0.059206,0.001831
global-analysis-forecast-phy-001-024_1650864290144.nc,5502,B,2022-04-05T12:00:00,97.58334,0.75,0,1.54138,0.75,97.58334,633420,0.028687,0.022584
global-analysis-forecast-phy-001-024_1650864290144.nc,5506,B,2022-04-05T12:00:00,97.91666,0.75,0,1.54138,0.75,97.91666,633420,-0.014649,-0.191046
global-analysis-forecast-phy-001-024_1650864290144.nc,5507,B,2022-04-05T12:00:00,98.0,0.75,0,1.54138,0.75,98.0,633420,-0.020753,-0.347301
global-analysis-forecast-phy-001-024_1650864290144.nc,5508,B,2022-04-05T12:00:00,98.08334,0.75,0,1.54138,0.75,98.08334,633420,-0.014039,-0.386975
global-analysis-forecast-phy-001-024_1650864290144.nc,5509,B,2022-04-05T12:00:00,98.16666,0.75,0,1.54138,0.75,98.16666,633420,-0.004883,-0.358287
global-analysis-forecast-phy-001-024_1650864290144.nc,5510,B,2022-04-05T12:00:00,98.25,0.75,0,1.54138,0.75,98.25,633420,-0.004883,-0.324717
global-analysis-forecast-phy-001-024_1650864290144.nc,5511,B,2022-04-05T12:00:00,98.33334,0.75,0,1.54138,0.75,98.33334,633420,-0.013428,-0.291757
global-analysis-forecast-phy-001-024_1650864290144.nc,5512,B,2022-04-05T12:00:00,98.41666,0.75,0,1.54138,0.75,98.41666,633420,-0.019532,-0.26429
global-analysis-forecast-phy-001-024_1650864290144.nc,5513,B,2022-04-05T12:00:00,98.5,0.75,0,1.54138,0.75,98.5,633420,-0.009156,-0.245979
global-analysis-forecast-phy-001-024_1650864290144.nc,5514,B,2022-04-05T12:00:00,98.58334,0.75,0,1.54138,0.75,98.58334,633420,0.017701,-0.239265
global-analysis-forecast-phy-001-024_1650864290144.nc,5515,B,2022-04-05T12:00:00,98.66666,0.75,0,1.54138,0.75,98.66666,633420,0.046388,-0.236213
global-analysis-forecast-phy-001-024_1650864290144.nc,5516,B,2022-04-05T12:00:00,98.75,0.75,0,1.54138,0.75,98.75,633420,0.059206,-0.224006
global-analysis-forecast-phy-001-024_1650864290144.nc,5517,B,2022-04-05T12:00:00,98.83334,0.75,0,1.54138,0.75,98.83334,633420,0.057985,-0.208136
global-analysis-forecast-phy-001-024_1650864290144.nc,5518,B,2022-04-05T12:00:00,98.91666,0.75,0,1.54138,0.75,98.91666,633420,0.056154,-0.18128
global-analysis-forecast-phy-001-024_1650864290144.nc,5519,B,2022-04-05T12:00:00,99.0,0.75,0,1.54138,0.75,99.0,633420,0.060427,-0.159307
global-analysis-forecast-phy-001-024_1650864290144.nc,5521,B,2022-04-05T12:00:00,97.5,0.83333,0,1.54138,0.83333,97.5,633420,0.092776,-0.026246
global-analysis-forecast-phy-001-024_1650864290144.nc,5522,B,2022-04-05T12:00:00,97.58334,0.83333,0,1.54138,0.83333,97.58334,633420,0.072024,0.007935
global-analysis-forecast-phy-001-024_1650864290144.nc,5526,B,2022-04-05T12:00:00,97.91666,0.83333,0,1.54138,0.83333,97.91666,633420,0.018921,-0.175176
global-analysis-forecast-phy-001-024_1650864290144.nc,5527,B,2022-04-05T12:00:00,98.0,0.83333,0,1.54138,0.83333,98.0,633420,0.028077,-0.341197
global-analysis-forecast-phy-001-024_1650864290144.nc,5528,B,2022-04-05T12:00:00,98.08334,0.83333,0,1.54138,0.83333,98.08334,633420,0.029908,-0.368664
global-analysis-forecast-phy-001-024_1650864290144.nc,5529,B,2022-04-05T12:00:00,98.16666,0.83333,0,1.54138,0.83333,98.16666,633420,0.018921,-0.34669
global-analysis-forecast-phy-001-024_1650864290144.nc,5530,B,2022-04-05T12:00:00,98.25,0.83333,0,1.54138,0.83333,98.25,633420,0.009766,-0.319834
global-analysis-forecast-phy-001-024_1650864290144.nc,5531,B,2022-04-05T12:00:00,98.33334,0.83333,0,1.54138,0.83333,98.33334,633420,0.001221,-0.294198
global-analysis-forecast-phy-001-024_1650864290144.nc,5532,B,2022-04-05T12:00:00,98.41666,0.83333,0,1.54138,0.83333,98.41666,633420,-0.001221,-0.270394
global-analysis-forecast-phy-001-024_1650864290144.nc,5533,B,2022-04-05T12:00:00,98.5,0.83333,0,1.54138,0.83333,98.5,633420,0.010987,-0.252693
global-analysis-forecast-phy-001-024_1650864290144.nc,5534,B,2022-04-05T12:00:00,98.58334,0.83333,0,1.54138,0.83333,98.58334,633420,0.034791,-0.24659
global-analysis-forecast-phy-001-024_1650864290144.nc,5535,B,2022-04-05T12:00:00,98.66666,0.83333,0,1.54138,0.83333,98.66666,633420,0.059206,-0.242927
global-analysis-forecast-phy-001-024_1650864290144.nc,5536,B,2022-04-05T12:00:00,98.75,0.83333,0,1.54138,0.83333,98.75,633420,0.06653,-0.227668
global-analysis-forecast-phy-001-024_1650864290144.nc,5537,B,2022-04-05T12:00:00,98.83334,0.83333,0,1.54138,0.83333,98.83334,633420,0.059816,-0.203864
global-analysis-forecast-phy-001-024_1650864290144.nc,5538,B,2022-04-05T12:00:00,98.91666,0.83333,0,1.54138,0.83333,98.91666,633420,0.056154,-0.169683
global-analysis-forecast-phy-001-024_1650864290144.nc,5539,B,2022-04-05T12:00:00,99.0,0.83333,0,1.54138,0.83333,99.0,633420,0.056154,-0.162969
global-analysis-forecast-phy-001-024_1650864290144.nc,5546,B,2022-04-05T12:00:00,97.91666,0.91667,0,1.54138,0.91667,97.91666,633420,0.054323,-0.204474
global-analysis-forecast-phy-001-024_1650864290144.nc,5547,B,2022-04-05T12:00:00,98.0,0.91667,0,1.54138,0.91667,98.0,633420,0.057375,-0.321665
global-analysis-forecast-phy-001-024_1650864290144.nc,5548,B,2022-04-05T12:00:00,98.08334,0.91667,0,1.54138,0.91667,98.08334,633420,0.054323,-0.336924
global-analysis-forecast-phy-001-024_1650864290144.nc,5549,B,2022-04-05T12:00:00,98.16666,0.91667,0,1.54138,0.91667,98.16666,633420,0.03296,-0.323496
global-analysis-forecast-phy-001-024_1650864290144.nc,5550,B,2022-04-05T12:00:00,98.25,0.91667,0,1.54138,0.91667,98.25,633420,0.019532,-0.307016
global-analysis-forecast-phy-001-024_1650864290144.nc,5551,B,2022-04-05T12:00:00,98.33334,0.91667,0,1.54138,0.91667,98.33334,633420,0.01587,-0.291147
global-analysis-forecast-phy-001-024_1650864290144.nc,5552,B,2022-04-05T12:00:00,98.41666,0.91667,0,1.54138,0.91667,98.41666,633420,0.020753,-0.274056
global-analysis-forecast-phy-001-024_1650864290144.nc,5553,B,2022-04-05T12:00:00,98.5,0.91667,0,1.54138,0.91667,98.5,633420,0.035401,-0.262459
global-analysis-forecast-phy-001-024_1650864290144.nc,5554,B,2022-04-05T12:00:00,98.58334,0.91667,0,1.54138,0.91667,98.58334,633420,0.056154,-0.260018
global-analysis-forecast-phy-001-024_1650864290144.nc,5555,B,2022-04-05T12:00:00,98.66666,0.91667,0,1.54138,0.91667,98.66666,633420,0.073244,-0.255745
global-analysis-forecast-phy-001-024_1650864290144.nc,5556,B,2022-04-05T12:00:00,98.75,0.91667,0,1.54138,0.91667,98.75,633420,0.072024,-0.233772
global-analysis-forecast-phy-001-024_1650864290144.nc,5557,B,2022-04-05T12:00:00,98.83334,0.91667,0,1.54138,0.91667,98.83334,633420,0.063478,-0.195318
global-analysis-forecast-phy-001-024_1650864290144.nc,5558,B,2022-04-05T12:00:00,98.91666,0.91667,0,1.54138,0.91667,98.91666,633420,0.059206,-0.14893
global-analysis-forecast-phy-001-024_1650864290144.nc,5566,B,2022-04-05T12:00:00,97.91666,1.0,0,1.54138,1.0,97.91666,633420,0.101932,-0.23011
global-analysis-forecast-phy-001-024_1650864290144.nc,5567,B,2022-04-05T12:00:00,98.0,1.0,0,1.54138,1.0,98.0,633420,0.108036,-0.294809
global-analysis-forecast-phy-001-024_1650864290144.nc,5568,B,2022-04-05T12:00:00,98.08334,1.0,0,1.54138,1.0,98.08334,633420,0.079958,-0.305185
global-analysis-forecast-phy-001-024_1650864290144.nc,5569,B,2022-04-05T12:00:00,98.16666,1.0,0,1.54138,1.0,98.16666,633420,0.045167,-0.299692
global-analysis-forecast-phy-001-024_1650864290144.nc,5570,B,2022-04-05T12:00:00,98.25,1.0,0,1.54138,1.0,98.25,633420,0.029298,-0.291147
global-analysis-forecast-phy-001-024_1650864290144.nc,5571,B,2022-04-05T12:00:00,98.33334,1.0,0,1.54138,1.0,98.33334,633420,0.029908,-0.283822
global-analysis-forecast-phy-001-024_1650864290144.nc,5572,B,2022-04-05T12:00:00,98.41666,1.0,0,1.54138,1.0,98.41666,633420,0.039674,-0.275887
global-analysis-forecast-phy-001-024_1650864290144.nc,5573,B,2022-04-05T12:00:00,98.5,1.0,0,1.54138,1.0,98.5,633420,0.056154,-0.272225
global-analysis-forecast-phy-001-024_1650864290144.nc,5574,B,2022-04-05T12:00:00,98.58334,1.0,0,1.54138,1.0,98.58334,633420,0.072024,-0.273446
global-analysis-forecast-phy-001-024_1650864290144.nc,5575,B,2022-04-05T12:00:00,98.66666,1.0,0,1.54138,1.0,98.66666,633420,0.0824,-0.270394
global-analysis-forecast-phy-001-024_1650864290144.nc,5576,B,2022-04-05T12:00:00,98.75,1.0,0,1.54138,1.0,98.75,633420,0.076907,-0.243538
global-analysis-forecast-phy-001-024_1650864290144.nc,5577,B,2022-04-05T12:00:00,98.83334,1.0,0,1.54138,1.0,98.83334,633420,0.068972,-0.192877
global-analysis-forecast-phy-001-024_1650864290144.nc,5578,B,2022-04-05T12:00:00,98.91666,1.0,0,1.54138,1.0,98.91666,633420,0.06653,-0.158086
global-analysis-forecast-phy-001-024_1650864290144.nc,5586,B,2022-04-05T12:00:00,97.91666,1.08333,0,1.54138,1.08333,97.91666,633420,0.110477,-0.259407
global-analysis-forecast-phy-001-024_1650864290144.nc,5587,B,2022-04-05T12:00:00,98.0,1.08333,0,1.54138,1.08333,98.0,633420,0.096438,-0.274056
global-analysis-forecast-phy-001-024_1650864290144.nc,5588,B,2022-04-05T12:00:00,98.08334,1.08333,0,1.54138,1.08333,98.08334,633420,0.079958,-0.283212
global-analysis-forecast-phy-001-024_1650864290144.nc,5589,B,2022-04-05T12:00:00,98.16666,1.08333,0,1.54138,1.08333,98.16666,633420,0.053713,-0.283212
global-analysis-forecast-phy-001-024_1650864290144.nc,5590,B,2022-04-05T12:00:00,98.25,1.08333,0,1.54138,1.08333,98.25,633420,0.040284,-0.278939
global-analysis-forecast-phy-001-024_1650864290144.nc,5591,B,2022-04-05T12:00:00,98.33334,1.08333,0,1.54138,1.08333,98.33334,633420,0.042116,-0.277108
global-analysis-forecast-phy-001-024_1650864290144.nc,5592,B,2022-04-05T12:00:00,98.41666,1.08333,0,1.54138,1.08333,98.41666,633420,0.054933,-0.277108
global-analysis-forecast-phy-001-024_1650864290144.nc,5593,B,2022-04-05T12:00:00,98.5,1.08333,0,1.54138,1.08333,98.5,633420,0.070193,-0.277718
global-analysis-forecast-phy-001-024_1650864290144.nc,5594,B,2022-04-05T12:00:00,98.58334,1.08333,0,1.54138,1.08333,98.58334,633420,0.08179,-0.281991
global-analysis-forecast-phy-001-024_1650864290144.nc,5595,B,2022-04-05T12:00:00,98.66666,1.08333,0,1.54138,1.08333,98.66666,633420,0.086673,-0.282601
global-analysis-forecast-phy-001-024_1650864290144.nc,5596,B,2022-04-05T12:00:00,98.75,1.08333,0,1.54138,1.08333,98.75,633420,0.080569,-0.258187
global-analysis-forecast-phy-001-024_1650864290144.nc,5597,B,2022-04-05T12:00:00,98.83334,1.08333,0,1.54138,1.08333,98.83334,633420,0.073244,-0.211188
global-analysis-forecast-phy-001-024_1650864290144.nc,5598,B,2022-04-05T12:00:00,98.91666,1.08333,0,1.54138,1.08333,98.91666,633420,0.072024,-0.192877
global-analysis-forecast-phy-001-024_1650864290144.nc,5603,B,2022-04-05T12:00:00,97.66666,1.16667,0,1.54138,1.16667,97.66666,633420,0.061037,-0.075076
global-analysis-forecast-phy-001-024_1650864290144.nc,5604,B,2022-04-05T12:00:00,97.75,1.16667,0,1.54138,1.16667,97.75,633420,0.079348,-0.087283
global-analysis-forecast-phy-001-024_1650864290144.nc,5605,B,2022-04-05T12:00:00,97.83334,1.16667,0,1.54138,1.16667,97.83334,633420,0.134281,-0.152593
global-analysis-forecast-phy-001-024_1650864290144.nc,5606,B,2022-04-05T12:00:00,97.91666,1.16667,0,1.54138,1.16667,97.91666,633420,0.147099,-0.245979
global-analysis-forecast-phy-001-024_1650864290144.nc,5607,B,2022-04-05T12:00:00,98.0,1.16667,0,1.54138,1.16667,98.0,633420,0.112918,-0.259407
global-analysis-forecast-phy-001-024_1650864290144.nc,5608,B,2022-04-05T12:00:00,98.08334,1.16667,0,1.54138,1.16667,98.08334,633420,0.089724,-0.271615
global-analysis-forecast-phy-001-024_1650864290144.nc,5609,B,2022-04-05T12:00:00,98.16666,1.16667,0,1.54138,1.16667,98.16666,633420,0.06653,-0.275887
global-analysis-forecast-phy-001-024_1650864290144.nc,5610,B,2022-04-05T12:00:00,98.25,1.16667,0,1.54138,1.16667,98.25,633420,0.051881,-0.272835
global-analysis-forecast-phy-001-024_1650864290144.nc,5611,B,2022-04-05T12:00:00,98.33334,1.16667,0,1.54138,1.16667,98.33334,633420,0.051881,-0.274667
global-analysis-forecast-phy-001-024_1650864290144.nc,5612,B,2022-04-05T12:00:00,98.41666,1.16667,0,1.54138,1.16667,98.41666,633420,0.064699,-0.278939
global-analysis-forecast-phy-001-024_1650864290144.nc,5613,B,2022-04-05T12:00:00,98.5,1.16667,0,1.54138,1.16667,98.5,633420,0.079958,-0.28077
global-analysis-forecast-phy-001-024_1650864290144.nc,5614,B,2022-04-05T12:00:00,98.58334,1.16667,0,1.54138,1.16667,98.58334,633420,0.086673,-0.285043
global-analysis-forecast-phy-001-024_1650864290144.nc,5615,B,2022-04-05T12:00:00,98.66666,1.16667,0,1.54138,1.16667,98.66666,633420,0.084841,-0.289926
global-analysis-forecast-phy-001-024_1650864290144.nc,5616,B,2022-04-05T12:00:00,98.75,1.16667,0,1.54138,1.16667,98.75,633420,0.081179,-0.266732
global-analysis-forecast-phy-001-024_1650864290144.nc,5617,B,2022-04-05T12:00:00,98.83334,1.16667,0,1.54138,1.16667,98.83334,633420,0.076907,-0.201422
global-analysis-forecast-phy-001-024_1650864290144.nc,5623,B,2022-04-05T12:00:00,97.66666,1.25,0,1.54138,1.25,97.66666,633420,0.061037,-0.090945
global-analysis-forecast-phy-001-024_1650864290144.nc,5624,B,2022-04-05T12:00:00,97.75,1.25,0,1.54138,1.25,97.75,633420,0.067751,-0.102542
global-analysis-forecast-phy-001-024_1650864290144.nc,5625,B,2022-04-05T12:00:00,97.83334,1.25,0,1.54138,1.25,97.83334,633420,0.092166,-0.136723
global-analysis-forecast-phy-001-024_1650864290144.nc,5626,B,2022-04-05T12:00:00,97.91666,1.25,0,1.54138,1.25,97.91666,633420,0.105594,-0.202643
global-analysis-forecast-phy-001-024_1650864290144.nc,5627,B,2022-04-05T12:00:00,98.0,1.25,0,1.54138,1.25,98.0,633420,0.105594,-0.237434
global-analysis-forecast-phy-001-024_1650864290144.nc,5628,B,2022-04-05T12:00:00,98.08334,1.25,0,1.54138,1.25,98.08334,633420,0.097049,-0.256355
global-analysis-forecast-phy-001-024_1650864290144.nc,5629,B,2022-04-05T12:00:00,98.16666,1.25,0,1.54138,1.25,98.16666,633420,0.080569,-0.266732
global-analysis-forecast-phy-001-024_1650864290144.nc,5630,B,2022-04-05T12:00:00,98.25,1.25,0,1.54138,1.25,98.25,633420,0.06592,-0.268563
global-analysis-forecast-phy-001-024_1650864290144.nc,5631,B,2022-04-05T12:00:00,98.33334,1.25,0,1.54138,1.25,98.33334,633420,0.063478,-0.272835
global-analysis-forecast-phy-001-024_1650864290144.nc,5632,B,2022-04-05T12:00:00,98.41666,1.25,0,1.54138,1.25,98.41666,633420,0.075076,-0.277108
global-analysis-forecast-phy-001-024_1650864290144.nc,5633,B,2022-04-05T12:00:00,98.5,1.25,0,1.54138,1.25,98.5,633420,0.087283,-0.277718
global-analysis-forecast-phy-001-024_1650864290144.nc,5634,B,2022-04-05T12:00:00,98.58334,1.25,0,1.54138,1.25,98.58334,633420,0.088504,-0.281381
global-analysis-forecast-phy-001-024_1650864290144.nc,5635,B,2022-04-05T12:00:00,98.66666,1.25,0,1.54138,1.25,98.66666,633420,0.08179,-0.286264
global-analysis-forecast-phy-001-024_1650864290144.nc,5636,B,2022-04-05T12:00:00,98.75,1.25,0,1.54138,1.25,98.75,633420,0.078127,-0.266732
global-analysis-forecast-phy-001-024_1650864290144.nc,5637,B,2022-04-05T12:00:00,98.83334,1.25,0,1.54138,1.25,98.83334,633420,0.077517,-0.208136
global-analysis-forecast-phy-001-024_1650864290144.nc,5642,B,2022-04-05T12:00:00,97.58334,1.33333,0,1.54138,1.33333,97.58334,633420,0.068972,-0.050661
global-analysis-forecast-phy-001-024_1650864290144.nc,5643,B,2022-04-05T12:00:00,97.66666,1.33333,0,1.54138,1.33333,97.66666,633420,0.072024,-0.093387
global-analysis-forecast-phy-001-024_1650864290144.nc,5644,B,2022-04-05T12:00:00,97.75,1.33333,0,1.54138,1.33333,97.75,633420,0.075686,-0.119633
global-analysis-forecast-phy-001-024_1650864290144.nc,5645,B,2022-04-05T12:00:00,97.83334,1.33333,0,1.54138,1.33333,97.83334,633420,0.087893,-0.155644
global-analysis-forecast-phy-001-024_1650864290144.nc,5646,B,2022-04-05T12:00:00,97.91666,1.33333,0,1.54138,1.33333,97.91666,633420,0.096438,-0.191656
global-analysis-forecast-phy-001-024_1650864290144.nc,5647,B,2022-04-05T12:00:00,98.0,1.33333,0,1.54138,1.33333,98.0,633420,0.100101,-0.216071
global-analysis-forecast-phy-001-024_1650864290144.nc,5648,B,2022-04-05T12:00:00,98.08334,1.33333,0,1.54138,1.33333,98.08334,633420,0.09949,-0.234382
global-analysis-forecast-phy-001-024_1650864290144.nc,5649,B,2022-04-05T12:00:00,98.16666,1.33333,0,1.54138,1.33333,98.16666,633420,0.092776,-0.248421
global-analysis-forecast-phy-001-024_1650864290144.nc,5650,B,2022-04-05T12:00:00,98.25,1.33333,0,1.54138,1.33333,98.25,633420,0.083621,-0.256355
global-analysis-forecast-phy-001-024_1650864290144.nc,5651,B,2022-04-05T12:00:00,98.33334,1.33333,0,1.54138,1.33333,98.33334,633420,0.08179,-0.260628
global-analysis-forecast-phy-001-024_1650864290144.nc,5652,B,2022-04-05T12:00:00,98.41666,1.33333,0,1.54138,1.33333,98.41666,633420,0.089114,-0.26307
global-analysis-forecast-phy-001-024_1650864290144.nc,5653,B,2022-04-05T12:00:00,98.5,1.33333,0,1.54138,1.33333,98.5,633420,0.092166,-0.262459
global-analysis-forecast-phy-001-024_1650864290144.nc,5654,B,2022-04-05T12:00:00,98.58334,1.33333,0,1.54138,1.33333,98.58334,633420,0.084841,-0.265511
global-analysis-forecast-phy-001-024_1650864290144.nc,5655,B,2022-04-05T12:00:00,98.66666,1.33333,0,1.54138,1.33333,98.66666,633420,0.076907,-0.267342
global-analysis-forecast-phy-001-024_1650864290144.nc,5656,B,2022-04-05T12:00:00,98.75,1.33333,0,1.54138,1.33333,98.75,633420,0.075686,-0.270394
global-analysis-forecast-phy-001-024_1650864290144.nc,5657,B,2022-04-05T12:00:00,98.83334,1.33333,0,1.54138,1.33333,98.83334,633420,0.076296,-0.243538
global-analysis-forecast-phy-001-024_1650864290144.nc,5662,B,2022-04-05T12:00:00,97.58334,1.41667,0,1.54138,1.41667,97.58334,633420,0.037843,-0.011597
global-analysis-forecast-phy-001-024_1650864290144.nc,5663,B,2022-04-05T12:00:00,97.66666,1.41667,0,1.54138,1.41667,97.66666,633420,0.057375,-0.064089
global-analysis-forecast-phy-001-024_1650864290144.nc,5664,B,2022-04-05T12:00:00,97.75,1.41667,0,1.54138,1.41667,97.75,633420,0.076296,-0.110477
global-analysis-forecast-phy-001-024_1650864290144.nc,5665,B,2022-04-05T12:00:00,97.83334,1.41667,0,1.54138,1.41667,97.83334,633420,0.090335,-0.147099
global-analysis-forecast-phy-001-024_1650864290144.nc,5666,B,2022-04-05T12:00:00,97.91666,1.41667,0,1.54138,1.41667,97.91666,633420,0.097659,-0.173956
global-analysis-forecast-phy-001-024_1650864290144.nc,5667,B,2022-04-05T12:00:00,98.0,1.41667,0,1.54138,1.41667,98.0,633420,0.101932,-0.191656
global-analysis-forecast-phy-001-024_1650864290144.nc,5668,B,2022-04-05T12:00:00,98.08334,1.41667,0,1.54138,1.41667,98.08334,633420,0.104373,-0.207526
global-analysis-forecast-phy-001-024_1650864290144.nc,5669,B,2022-04-05T12:00:00,98.16666,1.41667,0,1.54138,1.41667,98.16666,633420,0.102542,-0.222175
global-analysis-forecast-phy-001-024_1650864290144.nc,5670,B,2022-04-05T12:00:00,98.25,1.41667,0,1.54138,1.41667,98.25,633420,0.09888,-0.23072
global-analysis-forecast-phy-001-024_1650864290144.nc,5671,B,2022-04-05T12:00:00,98.33334,1.41667,0,1.54138,1.41667,98.33334,633420,0.09949,-0.235603
global-analysis-forecast-phy-001-024_1650864290144.nc,5672,B,2022-04-05T12:00:00,98.41666,1.41667,0,1.54138,1.41667,98.41666,633420,0.09949,-0.237434
global-analysis-forecast-phy-001-024_1650864290144.nc,5673,B,2022-04-05T12:00:00,98.5,1.41667,0,1.54138,1.41667,98.5,633420,0.090945,-0.236213
global-analysis-forecast-phy-001-024_1650864290144.nc,5674,B,2022-04-05T12:00:00,98.58334,1.41667,0,1.54138,1.41667,98.58334,633420,0.075686,-0.234993
global-analysis-forecast-phy-001-024_1650864290144.nc,5675,B,2022-04-05T12:00:00,98.66666,1.41667,0,1.54138,1.41667,98.66666,633420,0.068972,-0.227668
global-analysis-forecast-phy-001-024_1650864290144.nc,5676,B,2022-04-05T12:00:00,98.75,1.41667,0,1.54138,1.41667,98.75,633420,0.072634,-0.229499
global-analysis-forecast-phy-001-024_1650864290144.nc,5681,B,2022-04-05T12:00:00,97.5,1.5,0,1.54138,1.5,97.5,633420,-0.057375,0.038453
global-analysis-forecast-phy-001-024_1650864290144.nc,5682,B,2022-04-05T12:00:00,97.58334,1.5,0,1.54138,1.5,97.58334,633420,0.001831,0.007935
global-analysis-forecast-phy-001-024_1650864290144.nc,5683,B,2022-04-05T12:00:00,97.66666,1.5,0,1.54138,1.5,97.66666,633420,0.043336,-0.045778
global-analysis-forecast-phy-001-024_1650864290144.nc,5684,B,2022-04-05T12:00:00,97.75,1.5,0,1.54138,1.5,97.75,633420,0.072634,-0.094607
global-analysis-forecast-phy-001-024_1650864290144.nc,5685,B,2022-04-05T12:00:00,97.83334,1.5,0,1.54138,1.5,97.83334,633420,0.090335,-0.128178
global-analysis-forecast-phy-001-024_1650864290144.nc,5686,B,2022-04-05T12:00:00,97.91666,1.5,0,1.54138,1.5,97.91666,633420,0.09827,-0.150151
global-analysis-forecast-phy-001-024_1650864290144.nc,5687,B,2022-04-05T12:00:00,98.0,1.5,0,1.54138,1.5,98.0,633420,0.102542,-0.166021
global-analysis-forecast-phy-001-024_1650864290144.nc,5688,B,2022-04-05T12:00:00,98.08334,1.5,0,1.54138,1.5,98.08334,633420,0.108036,-0.18128
global-analysis-forecast-phy-001-024_1650864290144.nc,5689,B,2022-04-05T12:00:00,98.16666,1.5,0,1.54138,1.5,98.16666,633420,0.111698,-0.194708
global-analysis-forecast-phy-001-024_1650864290144.nc,5690,B,2022-04-05T12:00:00,98.25,1.5,0,1.54138,1.5,98.25,633420,0.112918,-0.202643
global-analysis-forecast-phy-001-024_1650864290144.nc,5691,B,2022-04-05T12:00:00,98.33334,1.5,0,1.54138,1.5,98.33334,633420,0.112308,-0.209967
global-analysis-forecast-phy-001-024_1650864290144.nc,5692,B,2022-04-05T12:00:00,98.41666,1.5,0,1.54138,1.5,98.41666,633420,0.106204,-0.212409
global-analysis-forecast-phy-001-024_1650864290144.nc,5693,B,2022-04-05T12:00:00,98.5,1.5,0,1.54138,1.5,98.5,633420,0.090335,-0.208747
global-analysis-forecast-phy-001-024_1650864290144.nc,5694,B,2022-04-05T12:00:00,98.58334,1.5,0,1.54138,1.5,98.58334,633420,0.070193,-0.199591
global-analysis-forecast-phy-001-024_1650864290144.nc,5695,B,2022-04-05T12:00:00,98.66666,1.5,0,1.54138,1.5,98.66666,633420,0.061037,-0.179449
global-analysis-forecast-phy-001-024_1650864290144.nc,5696,B,2022-04-05T12:00:00,98.75,1.5,0,1.54138,1.5,98.75,633420,0.064699,-0.159307
global-analysis-forecast-phy-001-024_1650864290144.nc,5701,B,2022-04-05T12:00:00,97.5,1.58333,0,1.54138,1.58333,97.5,633420,-0.089114,0.023194
global-analysis-forecast-phy-001-024_1650864290144.nc,5702,B,2022-04-05T12:00:00,97.58334,1.58333,0,1.54138,1.58333,97.58334,633420,-0.010987,-0.010376
global-analysis-forecast-phy-001-024_1650864290144.nc,5703,B,2022-04-05T12:00:00,97.66666,1.58333,0,1.54138,1.58333,97.66666,633420,0.03357,-0.052492
global-analysis-forecast-phy-001-024_1650864290144.nc,5704,B,2022-04-05T12:00:00,97.75,1.58333,0,1.54138,1.58333,97.75,633420,0.059816,-0.090945
global-analysis-forecast-phy-001-024_1650864290144.nc,5705,B,2022-04-05T12:00:00,97.83334,1.58333,0,1.54138,1.58333,97.83334,633420,0.078738,-0.117801
global-analysis-forecast-phy-001-024_1650864290144.nc,5706,B,2022-04-05T12:00:00,97.91666,1.58333,0,1.54138,1.58333,97.91666,633420,0.091556,-0.136113
global-analysis-forecast-phy-001-024_1650864290144.nc,5707,B,2022-04-05T12:00:00,98.0,1.58333,0,1.54138,1.58333,98.0,633420,0.09827,-0.14893
global-analysis-forecast-phy-001-024_1650864290144.nc,5708,B,2022-04-05T12:00:00,98.08334,1.58333,0,1.54138,1.58333,98.08334,633420,0.104984,-0.161138
global-analysis-forecast-phy-001-024_1650864290144.nc,5709,B,2022-04-05T12:00:00,98.16666,1.58333,0,1.54138,1.58333,98.16666,633420,0.112308,-0.175787
global-analysis-forecast-phy-001-024_1650864290144.nc,5710,B,2022-04-05T12:00:00,98.25,1.58333,0,1.54138,1.58333,98.25,633420,0.114139,-0.186773
global-analysis-forecast-phy-001-024_1650864290144.nc,5711,B,2022-04-05T12:00:00,98.33334,1.58333,0,1.54138,1.58333,98.33334,633420,0.111698,-0.194098
global-analysis-forecast-phy-001-024_1650864290144.nc,5712,B,2022-04-05T12:00:00,98.41666,1.58333,0,1.54138,1.58333,98.41666,633420,0.104984,-0.195318
global-analysis-forecast-phy-001-024_1650864290144.nc,5713,B,2022-04-05T12:00:00,98.5,1.58333,0,1.54138,1.58333,98.5,633420,0.089114,-0.183721
global-analysis-forecast-phy-001-024_1650864290144.nc,5714,B,2022-04-05T12:00:00,98.58334,1.58333,0,1.54138,1.58333,98.58334,633420,0.070193,-0.16541
