Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],Dummy,latitude [degrees_north],longitude [degrees_east],time [hours since 1950-01-01 00:00:00],zos [m]
global-analysis-forecast-phy-001-024_1650864402975.nc,1,B,2022-04-01T12:00:00,97.5,0.58333,0,0.58333,97.5,633324,0.51973
global-analysis-forecast-phy-001-024_1650864402975.nc,2,B,2022-04-01T12:00:00,97.58334,0.58333,0,0.58333,97.58334,633324,0.520951
global-analysis-forecast-phy-001-024_1650864402975.nc,3,B,2022-04-01T12:00:00,97.66666,0.58333,0,0.58333,97.66666,633324,0.522782
global-analysis-forecast-phy-001-024_1650864402975.nc,6,B,2022-04-01T12:00:00,97.91666,0.58333,0,0.58333,97.91666,633324,0.527055
global-analysis-forecast-phy-001-024_1650864402975.nc,7,B,2022-04-01T12:00:00,98.0,0.58333,0,0.58333,98.0,633324,0.52797
global-analysis-forecast-phy-001-024_1650864402975.nc,8,B,2022-04-01T12:00:00,98.08334,0.58333,0,0.58333,98.08334,633324,0.528581
global-analysis-forecast-phy-001-024_1650864402975.nc,9,B,2022-04-01T12:00:00,98.16666,0.58333,0,0.58333,98.16666,633324,0.529191
global-analysis-forecast-phy-001-024_1650864402975.nc,10,B,2022-04-01T12:00:00,98.25,0.58333,0,0.58333,98.25,633324,0.530107
global-analysis-forecast-phy-001-024_1650864402975.nc,11,B,2022-04-01T12:00:00,98.33334,0.58333,0,0.58333,98.33334,633324,0.531022
global-analysis-forecast-phy-001-024_1650864402975.nc,12,B,2022-04-01T12:00:00,98.41666,0.58333,0,0.58333,98.41666,633324,0.532243
global-analysis-forecast-phy-001-024_1650864402975.nc,13,B,2022-04-01T12:00:00,98.5,0.58333,0,0.58333,98.5,633324,0.533769
global-analysis-forecast-phy-001-024_1650864402975.nc,14,B,2022-04-01T12:00:00,98.58334,0.58333,0,0.58333,98.58334,633324,0.5356
global-analysis-forecast-phy-001-024_1650864402975.nc,15,B,2022-04-01T12:00:00,98.66666,0.58333,0,0.58333,98.66666,633324,0.537126
global-analysis-forecast-phy-001-024_1650864402975.nc,16,B,2022-04-01T12:00:00,98.75,0.58333,0,0.58333,98.75,633324,0.538347
global-analysis-forecast-phy-001-024_1650864402975.nc,17,B,2022-04-01T12:00:00,98.83334,0.58333,0,0.58333,98.83334,633324,0.539567
global-analysis-forecast-phy-001-024_1650864402975.nc,18,B,2022-04-01T12:00:00,98.91666,0.58333,0,0.58333,98.91666,633324,0.540483
global-analysis-forecast-phy-001-024_1650864402975.nc,19,B,2022-04-01T12:00:00,99.0,0.58333,0,0.58333,99.0,633324,0.541704
global-analysis-forecast-phy-001-024_1650864402975.nc,20,B,2022-04-01T12:00:00,99.08334,0.58333,0,0.58333,99.08334,633324,0.543229
global-analysis-forecast-phy-001-024_1650864402975.nc,21,B,2022-04-01T12:00:00,97.5,0.66667,0,0.66667,97.5,633324,0.51912
global-analysis-forecast-phy-001-024_1650864402975.nc,22,B,2022-04-01T12:00:00,97.58334,0.66667,0,0.66667,97.58334,633324,0.520035
global-analysis-forecast-phy-001-024_1650864402975.nc,23,B,2022-04-01T12:00:00,97.66666,0.66667,0,0.66667,97.66666,633324,0.522172
global-analysis-forecast-phy-001-024_1650864402975.nc,26,B,2022-04-01T12:00:00,97.91666,0.66667,0,0.66667,97.91666,633324,0.528581
global-analysis-forecast-phy-001-024_1650864402975.nc,27,B,2022-04-01T12:00:00,98.0,0.66667,0,0.66667,98.0,633324,0.528581
global-analysis-forecast-phy-001-024_1650864402975.nc,28,B,2022-04-01T12:00:00,98.08334,0.66667,0,0.66667,98.08334,633324,0.529496
global-analysis-forecast-phy-001-024_1650864402975.nc,29,B,2022-04-01T12:00:00,98.16666,0.66667,0,0.66667,98.16666,633324,0.530107
global-analysis-forecast-phy-001-024_1650864402975.nc,30,B,2022-04-01T12:00:00,98.25,0.66667,0,0.66667,98.25,633324,0.530717
global-analysis-forecast-phy-001-024_1650864402975.nc,31,B,2022-04-01T12:00:00,98.33334,0.66667,0,0.66667,98.33334,633324,0.531632
global-analysis-forecast-phy-001-024_1650864402975.nc,32,B,2022-04-01T12:00:00,98.41666,0.66667,0,0.66667,98.41666,633324,0.532548
global-analysis-forecast-phy-001-024_1650864402975.nc,33,B,2022-04-01T12:00:00,98.5,0.66667,0,0.66667,98.5,633324,0.534379
global-analysis-forecast-phy-001-024_1650864402975.nc,34,B,2022-04-01T12:00:00,98.58334,0.66667,0,0.66667,98.58334,633324,0.535905
global-analysis-forecast-phy-001-024_1650864402975.nc,35,B,2022-04-01T12:00:00,98.66666,0.66667,0,0.66667,98.66666,633324,0.537431
global-analysis-forecast-phy-001-024_1650864402975.nc,36,B,2022-04-01T12:00:00,98.75,0.66667,0,0.66667,98.75,633324,0.538347
global-analysis-forecast-phy-001-024_1650864402975.nc,37,B,2022-04-01T12:00:00,98.83334,0.66667,0,0.66667,98.83334,633324,0.538957
global-analysis-forecast-phy-001-024_1650864402975.nc,38,B,2022-04-01T12:00:00,98.91666,0.66667,0,0.66667,98.91666,633324,0.539872
global-analysis-forecast-phy-001-024_1650864402975.nc,39,B,2022-04-01T12:00:00,99.0,0.66667,0,0.66667,99.0,633324,0.541093
global-analysis-forecast-phy-001-024_1650864402975.nc,41,B,2022-04-01T12:00:00,97.5,0.75,0,0.75,97.5,633324,0.518815
global-analysis-forecast-phy-001-024_1650864402975.nc,42,B,2022-04-01T12:00:00,97.58334,0.75,0,0.75,97.58334,633324,0.520951
global-analysis-forecast-phy-001-024_1650864402975.nc,46,B,2022-04-01T12:00:00,97.91666,0.75,0,0.75,97.91666,633324,0.529496
global-analysis-forecast-phy-001-024_1650864402975.nc,47,B,2022-04-01T12:00:00,98.0,0.75,0,0.75,98.0,633324,0.528886
global-analysis-forecast-phy-001-024_1650864402975.nc,48,B,2022-04-01T12:00:00,98.08334,0.75,0,0.75,98.08334,633324,0.530107
global-analysis-forecast-phy-001-024_1650864402975.nc,49,B,2022-04-01T12:00:00,98.16666,0.75,0,0.75,98.16666,633324,0.531022
global-analysis-forecast-phy-001-024_1650864402975.nc,50,B,2022-04-01T12:00:00,98.25,0.75,0,0.75,98.25,633324,0.531632
global-analysis-forecast-phy-001-024_1650864402975.nc,51,B,2022-04-01T12:00:00,98.33334,0.75,0,0.75,98.33334,633324,0.532548
global-analysis-forecast-phy-001-024_1650864402975.nc,52,B,2022-04-01T12:00:00,98.41666,0.75,0,0.75,98.41666,633324,0.533464
global-analysis-forecast-phy-001-024_1650864402975.nc,53,B,2022-04-01T12:00:00,98.5,0.75,0,0.75,98.5,633324,0.534989
global-analysis-forecast-phy-001-024_1650864402975.nc,54,B,2022-04-01T12:00:00,98.58334,0.75,0,0.75,98.58334,633324,0.53621
global-analysis-forecast-phy-001-024_1650864402975.nc,55,B,2022-04-01T12:00:00,98.66666,0.75,0,0.75,98.66666,633324,0.537431
global-analysis-forecast-phy-001-024_1650864402975.nc,56,B,2022-04-01T12:00:00,98.75,0.75,0,0.75,98.75,633324,0.538041
global-analysis-forecast-phy-001-024_1650864402975.nc,57,B,2022-04-01T12:00:00,98.83334,0.75,0,0.75,98.83334,633324,0.538347
global-analysis-forecast-phy-001-024_1650864402975.nc,58,B,2022-04-01T12:00:00,98.91666,0.75,0,0.75,98.91666,633324,0.539262
global-analysis-forecast-phy-001-024_1650864402975.nc,59,B,2022-04-01T12:00:00,99.0,0.75,0,0.75,99.0,633324,0.540483
global-analysis-forecast-phy-001-024_1650864402975.nc,61,B,2022-04-01T12:00:00,97.5,0.83333,0,0.83333,97.5,633324,0.518815
global-analysis-forecast-phy-001-024_1650864402975.nc,62,B,2022-04-01T12:00:00,97.58334,0.83333,0,0.83333,97.58334,633324,0.520646
global-analysis-forecast-phy-001-024_1650864402975.nc,66,B,2022-04-01T12:00:00,97.91666,0.83333,0,0.83333,97.91666,633324,0.529801
global-analysis-forecast-phy-001-024_1650864402975.nc,67,B,2022-04-01T12:00:00,98.0,0.83333,0,0.83333,98.0,633324,0.530107
global-analysis-forecast-phy-001-024_1650864402975.nc,68,B,2022-04-01T12:00:00,98.08334,0.83333,0,0.83333,98.08334,633324,0.530717
global-analysis-forecast-phy-001-024_1650864402975.nc,69,B,2022-04-01T12:00:00,98.16666,0.83333,0,0.83333,98.16666,633324,0.531632
global-analysis-forecast-phy-001-024_1650864402975.nc,70,B,2022-04-01T12:00:00,98.25,0.83333,0,0.83333,98.25,633324,0.532243
global-analysis-forecast-phy-001-024_1650864402975.nc,71,B,2022-04-01T12:00:00,98.33334,0.83333,0,0.83333,98.33334,633324,0.533158
global-analysis-forecast-phy-001-024_1650864402975.nc,72,B,2022-04-01T12:00:00,98.41666,0.83333,0,0.83333,98.41666,633324,0.534379
global-analysis-forecast-phy-001-024_1650864402975.nc,73,B,2022-04-01T12:00:00,98.5,0.83333,0,0.83333,98.5,633324,0.535295
global-analysis-forecast-phy-001-024_1650864402975.nc,74,B,2022-04-01T12:00:00,98.58334,0.83333,0,0.83333,98.58334,633324,0.536515
global-analysis-forecast-phy-001-024_1650864402975.nc,75,B,2022-04-01T12:00:00,98.66666,0.83333,0,0.83333,98.66666,633324,0.537431
global-analysis-forecast-phy-001-024_1650864402975.nc,76,B,2022-04-01T12:00:00,98.75,0.83333,0,0.83333,98.75,633324,0.537736
global-analysis-forecast-phy-001-024_1650864402975.nc,77,B,2022-04-01T12:00:00,98.83334,0.83333,0,0.83333,98.83334,633324,0.538041
global-analysis-forecast-phy-001-024_1650864402975.nc,78,B,2022-04-01T12:00:00,98.91666,0.83333,0,0.83333,98.91666,633324,0.539262
global-analysis-forecast-phy-001-024_1650864402975.nc,79,B,2022-04-01T12:00:00,99.0,0.83333,0,0.83333,99.0,633324,0.540178
global-analysis-forecast-phy-001-024_1650864402975.nc,86,B,2022-04-01T12:00:00,97.91666,0.91667,0,0.91667,97.91666,633324,0.530412
global-analysis-forecast-phy-001-024_1650864402975.nc,87,B,2022-04-01T12:00:00,98.0,0.91667,0,0.91667,98.0,633324,0.530717
global-analysis-forecast-phy-001-024_1650864402975.nc,88,B,2022-04-01T12:00:00,98.08334,0.91667,0,0.91667,98.08334,633324,0.531022
global-analysis-forecast-phy-001-024_1650864402975.nc,89,B,2022-04-01T12:00:00,98.16666,0.91667,0,0.91667,98.16666,633324,0.531632
global-analysis-forecast-phy-001-024_1650864402975.nc,90,B,2022-04-01T12:00:00,98.25,0.91667,0,0.91667,98.25,633324,0.532548
global-analysis-forecast-phy-001-024_1650864402975.nc,91,B,2022-04-01T12:00:00,98.33334,0.91667,0,0.91667,98.33334,633324,0.533464
global-analysis-forecast-phy-001-024_1650864402975.nc,92,B,2022-04-01T12:00:00,98.41666,0.91667,0,0.91667,98.41666,633324,0.534379
global-analysis-forecast-phy-001-024_1650864402975.nc,93,B,2022-04-01T12:00:00,98.5,0.91667,0,0.91667,98.5,633324,0.535295
global-analysis-forecast-phy-001-024_1650864402975.nc,94,B,2022-04-01T12:00:00,98.58334,0.91667,0,0.91667,98.58334,633324,0.53621
global-analysis-forecast-phy-001-024_1650864402975.nc,95,B,2022-04-01T12:00:00,98.66666,0.91667,0,0.91667,98.66666,633324,0.537126
global-analysis-forecast-phy-001-024_1650864402975.nc,96,B,2022-04-01T12:00:00,98.75,0.91667,0,0.91667,98.75,633324,0.537431
global-analysis-forecast-phy-001-024_1650864402975.nc,97,B,2022-04-01T12:00:00,98.83334,0.91667,0,0.91667,98.83334,633324,0.538041
global-analysis-forecast-phy-001-024_1650864402975.nc,98,B,2022-04-01T12:00:00,98.91666,0.91667,0,0.91667,98.91666,633324,0.538957
global-analysis-forecast-phy-001-024_1650864402975.nc,106,B,2022-04-01T12:00:00,97.91666,1.0,0,1.0,97.91666,633324,0.531938
global-analysis-forecast-phy-001-024_1650864402975.nc,107,B,2022-04-01T12:00:00,98.0,1.0,0,1.0,98.0,633324,0.531022
global-analysis-forecast-phy-001-024_1650864402975.nc,108,B,2022-04-01T12:00:00,98.08334,1.0,0,1.0,98.08334,633324,0.531327
global-analysis-forecast-phy-001-024_1650864402975.nc,109,B,2022-04-01T12:00:00,98.16666,1.0,0,1.0,98.16666,633324,0.531938
global-analysis-forecast-phy-001-024_1650864402975.nc,110,B,2022-04-01T12:00:00,98.25,1.0,0,1.0,98.25,633324,0.532548
global-analysis-forecast-phy-001-024_1650864402975.nc,111,B,2022-04-01T12:00:00,98.33334,1.0,0,1.0,98.33334,633324,0.533464
global-analysis-forecast-phy-001-024_1650864402975.nc,112,B,2022-04-01T12:00:00,98.41666,1.0,0,1.0,98.41666,633324,0.534684
global-analysis-forecast-phy-001-024_1650864402975.nc,113,B,2022-04-01T12:00:00,98.5,1.0,0,1.0,98.5,633324,0.535295
global-analysis-forecast-phy-001-024_1650864402975.nc,114,B,2022-04-01T12:00:00,98.58334,1.0,0,1.0,98.58334,633324,0.53621
global-analysis-forecast-phy-001-024_1650864402975.nc,115,B,2022-04-01T12:00:00,98.66666,1.0,0,1.0,98.66666,633324,0.536821
global-analysis-forecast-phy-001-024_1650864402975.nc,116,B,2022-04-01T12:00:00,98.75,1.0,0,1.0,98.75,633324,0.537126
global-analysis-forecast-phy-001-024_1650864402975.nc,117,B,2022-04-01T12:00:00,98.83334,1.0,0,1.0,98.83334,633324,0.537431
global-analysis-forecast-phy-001-024_1650864402975.nc,118,B,2022-04-01T12:00:00,98.91666,1.0,0,1.0,98.91666,633324,0.538652
global-analysis-forecast-phy-001-024_1650864402975.nc,126,B,2022-04-01T12:00:00,97.91666,1.08333,0,1.08333,97.91666,633324,0.530412
global-analysis-forecast-phy-001-024_1650864402975.nc,127,B,2022-04-01T12:00:00,98.0,1.08333,0,1.08333,98.0,633324,0.530717
global-analysis-forecast-phy-001-024_1650864402975.nc,128,B,2022-04-01T12:00:00,98.08334,1.08333,0,1.08333,98.08334,633324,0.531327
global-analysis-forecast-phy-001-024_1650864402975.nc,129,B,2022-04-01T12:00:00,98.16666,1.08333,0,1.08333,98.16666,633324,0.531938
global-analysis-forecast-phy-001-024_1650864402975.nc,130,B,2022-04-01T12:00:00,98.25,1.08333,0,1.08333,98.25,633324,0.532853
global-analysis-forecast-phy-001-024_1650864402975.nc,131,B,2022-04-01T12:00:00,98.33334,1.08333,0,1.08333,98.33334,633324,0.533769
global-analysis-forecast-phy-001-024_1650864402975.nc,132,B,2022-04-01T12:00:00,98.41666,1.08333,0,1.08333,98.41666,633324,0.534379
global-analysis-forecast-phy-001-024_1650864402975.nc,133,B,2022-04-01T12:00:00,98.5,1.08333,0,1.08333,98.5,633324,0.534989
global-analysis-forecast-phy-001-024_1650864402975.nc,134,B,2022-04-01T12:00:00,98.58334,1.08333,0,1.08333,98.58334,633324,0.535905
global-analysis-forecast-phy-001-024_1650864402975.nc,135,B,2022-04-01T12:00:00,98.66666,1.08333,0,1.08333,98.66666,633324,0.536821
global-analysis-forecast-phy-001-024_1650864402975.nc,136,B,2022-04-01T12:00:00,98.75,1.08333,0,1.08333,98.75,633324,0.536821
global-analysis-forecast-phy-001-024_1650864402975.nc,137,B,2022-04-01T12:00:00,98.83334,1.08333,0,1.08333,98.83334,633324,0.537126
global-analysis-forecast-phy-001-024_1650864402975.nc,138,B,2022-04-01T12:00:00,98.91666,1.08333,0,1.08333,98.91666,633324,0.538347
global-analysis-forecast-phy-001-024_1650864402975.nc,143,B,2022-04-01T12:00:00,97.66666,1.16667,0,1.16667,97.66666,633324,0.530107
global-analysis-forecast-phy-001-024_1650864402975.nc,144,B,2022-04-01T12:00:00,97.75,1.16667,0,1.16667,97.75,633324,0.530412
global-analysis-forecast-phy-001-024_1650864402975.nc,145,B,2022-04-01T12:00:00,97.83334,1.16667,0,1.16667,97.83334,633324,0.530717
global-analysis-forecast-phy-001-024_1650864402975.nc,146,B,2022-04-01T12:00:00,97.91666,1.16667,0,1.16667,97.91666,633324,0.529801
global-analysis-forecast-phy-001-024_1650864402975.nc,147,B,2022-04-01T12:00:00,98.0,1.16667,0,1.16667,98.0,633324,0.530717
global-analysis-forecast-phy-001-024_1650864402975.nc,148,B,2022-04-01T12:00:00,98.08334,1.16667,0,1.16667,98.08334,633324,0.531632
global-analysis-forecast-phy-001-024_1650864402975.nc,149,B,2022-04-01T12:00:00,98.16666,1.16667,0,1.16667,98.16666,633324,0.532243
global-analysis-forecast-phy-001-024_1650864402975.nc,150,B,2022-04-01T12:00:00,98.25,1.16667,0,1.16667,98.25,633324,0.532853
global-analysis-forecast-phy-001-024_1650864402975.nc,151,B,2022-04-01T12:00:00,98.33334,1.16667,0,1.16667,98.33334,633324,0.533769
global-analysis-forecast-phy-001-024_1650864402975.nc,152,B,2022-04-01T12:00:00,98.41666,1.16667,0,1.16667,98.41666,633324,0.534074
global-analysis-forecast-phy-001-024_1650864402975.nc,153,B,2022-04-01T12:00:00,98.5,1.16667,0,1.16667,98.5,633324,0.534684
global-analysis-forecast-phy-001-024_1650864402975.nc,154,B,2022-04-01T12:00:00,98.58334,1.16667,0,1.16667,98.58334,633324,0.535905
global-analysis-forecast-phy-001-024_1650864402975.nc,155,B,2022-04-01T12:00:00,98.66666,1.16667,0,1.16667,98.66666,633324,0.53621
global-analysis-forecast-phy-001-024_1650864402975.nc,156,B,2022-04-01T12:00:00,98.75,1.16667,0,1.16667,98.75,633324,0.536515
global-analysis-forecast-phy-001-024_1650864402975.nc,157,B,2022-04-01T12:00:00,98.83334,1.16667,0,1.16667,98.83334,633324,0.537431
global-analysis-forecast-phy-001-024_1650864402975.nc,163,B,2022-04-01T12:00:00,97.66666,1.25,0,1.25,97.66666,633324,0.528886
global-analysis-forecast-phy-001-024_1650864402975.nc,164,B,2022-04-01T12:00:00,97.75,1.25,0,1.25,97.75,633324,0.529801
global-analysis-forecast-phy-001-024_1650864402975.nc,165,B,2022-04-01T12:00:00,97.83334,1.25,0,1.25,97.83334,633324,0.530412
global-analysis-forecast-phy-001-024_1650864402975.nc,166,B,2022-04-01T12:00:00,97.91666,1.25,0,1.25,97.91666,633324,0.530717
global-analysis-forecast-phy-001-024_1650864402975.nc,167,B,2022-04-01T12:00:00,98.0,1.25,0,1.25,98.0,633324,0.531327
global-analysis-forecast-phy-001-024_1650864402975.nc,168,B,2022-04-01T12:00:00,98.08334,1.25,0,1.25,98.08334,633324,0.531938
global-analysis-forecast-phy-001-024_1650864402975.nc,169,B,2022-04-01T12:00:00,98.16666,1.25,0,1.25,98.16666,633324,0.532243
global-analysis-forecast-phy-001-024_1650864402975.nc,170,B,2022-04-01T12:00:00,98.25,1.25,0,1.25,98.25,633324,0.532853
global-analysis-forecast-phy-001-024_1650864402975.nc,171,B,2022-04-01T12:00:00,98.33334,1.25,0,1.25,98.33334,633324,0.533464
global-analysis-forecast-phy-001-024_1650864402975.nc,172,B,2022-04-01T12:00:00,98.41666,1.25,0,1.25,98.41666,633324,0.534074
global-analysis-forecast-phy-001-024_1650864402975.nc,173,B,2022-04-01T12:00:00,98.5,1.25,0,1.25,98.5,633324,0.534684
global-analysis-forecast-phy-001-024_1650864402975.nc,174,B,2022-04-01T12:00:00,98.58334,1.25,0,1.25,98.58334,633324,0.535295
global-analysis-forecast-phy-001-024_1650864402975.nc,175,B,2022-04-01T12:00:00,98.66666,1.25,0,1.25,98.66666,633324,0.535905
global-analysis-forecast-phy-001-024_1650864402975.nc,176,B,2022-04-01T12:00:00,98.75,1.25,0,1.25,98.75,633324,0.535905
global-analysis-forecast-phy-001-024_1650864402975.nc,177,B,2022-04-01T12:00:00,98.83334,1.25,0,1.25,98.83334,633324,0.537126
global-analysis-forecast-phy-001-024_1650864402975.nc,182,B,2022-04-01T12:00:00,97.58334,1.33333,0,1.33333,97.58334,633324,0.526749
global-analysis-forecast-phy-001-024_1650864402975.nc,183,B,2022-04-01T12:00:00,97.66666,1.33333,0,1.33333,97.66666,633324,0.52736
global-analysis-forecast-phy-001-024_1650864402975.nc,184,B,2022-04-01T12:00:00,97.75,1.33333,0,1.33333,97.75,633324,0.528581
global-analysis-forecast-phy-001-024_1650864402975.nc,185,B,2022-04-01T12:00:00,97.83334,1.33333,0,1.33333,97.83334,633324,0.529801
global-analysis-forecast-phy-001-024_1650864402975.nc,186,B,2022-04-01T12:00:00,97.91666,1.33333,0,1.33333,97.91666,633324,0.530412
global-analysis-forecast-phy-001-024_1650864402975.nc,187,B,2022-04-01T12:00:00,98.0,1.33333,0,1.33333,98.0,633324,0.530717
global-analysis-forecast-phy-001-024_1650864402975.nc,188,B,2022-04-01T12:00:00,98.08334,1.33333,0,1.33333,98.08334,633324,0.531327
global-analysis-forecast-phy-001-024_1650864402975.nc,189,B,2022-04-01T12:00:00,98.16666,1.33333,0,1.33333,98.16666,633324,0.532243
global-analysis-forecast-phy-001-024_1650864402975.nc,190,B,2022-04-01T12:00:00,98.25,1.33333,0,1.33333,98.25,633324,0.532548
global-analysis-forecast-phy-001-024_1650864402975.nc,191,B,2022-04-01T12:00:00,98.33334,1.33333,0,1.33333,98.33334,633324,0.533158
global-analysis-forecast-phy-001-024_1650864402975.nc,192,B,2022-04-01T12:00:00,98.41666,1.33333,0,1.33333,98.41666,633324,0.533769
global-analysis-forecast-phy-001-024_1650864402975.nc,193,B,2022-04-01T12:00:00,98.5,1.33333,0,1.33333,98.5,633324,0.534379
global-analysis-forecast-phy-001-024_1650864402975.nc,194,B,2022-04-01T12:00:00,98.58334,1.33333,0,1.33333,98.58334,633324,0.535295
global-analysis-forecast-phy-001-024_1650864402975.nc,195,B,2022-04-01T12:00:00,98.66666,1.33333,0,1.33333,98.66666,633324,0.5356
global-analysis-forecast-phy-001-024_1650864402975.nc,196,B,2022-04-01T12:00:00,98.75,1.33333,0,1.33333,98.75,633324,0.535905
global-analysis-forecast-phy-001-024_1650864402975.nc,197,B,2022-04-01T12:00:00,98.83334,1.33333,0,1.33333,98.83334,633324,0.536821
global-analysis-forecast-phy-001-024_1650864402975.nc,202,B,2022-04-01T12:00:00,97.58334,1.41667,0,1.41667,97.58334,633324,0.525224
global-analysis-forecast-phy-001-024_1650864402975.nc,203,B,2022-04-01T12:00:00,97.66666,1.41667,0,1.41667,97.66666,633324,0.526139
global-analysis-forecast-phy-001-024_1650864402975.nc,204,B,2022-04-01T12:00:00,97.75,1.41667,0,1.41667,97.75,633324,0.52736
global-analysis-forecast-phy-001-024_1650864402975.nc,205,B,2022-04-01T12:00:00,97.83334,1.41667,0,1.41667,97.83334,633324,0.528581
global-analysis-forecast-phy-001-024_1650864402975.nc,206,B,2022-04-01T12:00:00,97.91666,1.41667,0,1.41667,97.91666,633324,0.529496
global-analysis-forecast-phy-001-024_1650864402975.nc,207,B,2022-04-01T12:00:00,98.0,1.41667,0,1.41667,98.0,633324,0.530412
global-analysis-forecast-phy-001-024_1650864402975.nc,208,B,2022-04-01T12:00:00,98.08334,1.41667,0,1.41667,98.08334,633324,0.531022
global-analysis-forecast-phy-001-024_1650864402975.nc,209,B,2022-04-01T12:00:00,98.16666,1.41667,0,1.41667,98.16666,633324,0.531632
global-analysis-forecast-phy-001-024_1650864402975.nc,210,B,2022-04-01T12:00:00,98.25,1.41667,0,1.41667,98.25,633324,0.532243
global-analysis-forecast-phy-001-024_1650864402975.nc,211,B,2022-04-01T12:00:00,98.33334,1.41667,0,1.41667,98.33334,633324,0.532853
global-analysis-forecast-phy-001-024_1650864402975.nc,212,B,2022-04-01T12:00:00,98.41666,1.41667,0,1.41667,98.41666,633324,0.533464
global-analysis-forecast-phy-001-024_1650864402975.nc,213,B,2022-04-01T12:00:00,98.5,1.41667,0,1.41667,98.5,633324,0.534074
global-analysis-forecast-phy-001-024_1650864402975.nc,214,B,2022-04-01T12:00:00,98.58334,1.41667,0,1.41667,98.58334,633324,0.534989
global-analysis-forecast-phy-001-024_1650864402975.nc,215,B,2022-04-01T12:00:00,98.66666,1.41667,0,1.41667,98.66666,633324,0.535905
global-analysis-forecast-phy-001-024_1650864402975.nc,216,B,2022-04-01T12:00:00,98.75,1.41667,0,1.41667,98.75,633324,0.536821
global-analysis-forecast-phy-001-024_1650864402975.nc,221,B,2022-04-01T12:00:00,97.5,1.5,0,1.5,97.5,633324,0.522782
global-analysis-forecast-phy-001-024_1650864402975.nc,222,B,2022-04-01T12:00:00,97.58334,1.5,0,1.5,97.58334,633324,0.523392
global-analysis-forecast-phy-001-024_1650864402975.nc,223,B,2022-04-01T12:00:00,97.66666,1.5,0,1.5,97.66666,633324,0.524918
global-analysis-forecast-phy-001-024_1650864402975.nc,224,B,2022-04-01T12:00:00,97.75,1.5,0,1.5,97.75,633324,0.526139
global-analysis-forecast-phy-001-024_1650864402975.nc,225,B,2022-04-01T12:00:00,97.83334,1.5,0,1.5,97.83334,633324,0.52736
global-analysis-forecast-phy-001-024_1650864402975.nc,226,B,2022-04-01T12:00:00,97.91666,1.5,0,1.5,97.91666,633324,0.528581
global-analysis-forecast-phy-001-024_1650864402975.nc,227,B,2022-04-01T12:00:00,98.0,1.5,0,1.5,98.0,633324,0.529801
global-analysis-forecast-phy-001-024_1650864402975.nc,228,B,2022-04-01T12:00:00,98.08334,1.5,0,1.5,98.08334,633324,0.530412
global-analysis-forecast-phy-001-024_1650864402975.nc,229,B,2022-04-01T12:00:00,98.16666,1.5,0,1.5,98.16666,633324,0.531022
global-analysis-forecast-phy-001-024_1650864402975.nc,230,B,2022-04-01T12:00:00,98.25,1.5,0,1.5,98.25,633324,0.531632
global-analysis-forecast-phy-001-024_1650864402975.nc,231,B,2022-04-01T12:00:00,98.33334,1.5,0,1.5,98.33334,633324,0.532548
global-analysis-forecast-phy-001-024_1650864402975.nc,232,B,2022-04-01T12:00:00,98.41666,1.5,0,1.5,98.41666,633324,0.533158
global-analysis-forecast-phy-001-024_1650864402975.nc,233,B,2022-04-01T12:00:00,98.5,1.5,0,1.5,98.5,633324,0.534074
global-analysis-forecast-phy-001-024_1650864402975.nc,234,B,2022-04-01T12:00:00,98.58334,1.5,0,1.5,98.58334,633324,0.534989
global-analysis-forecast-phy-001-024_1650864402975.nc,235,B,2022-04-01T12:00:00,98.66666,1.5,0,1.5,98.66666,633324,0.53621
global-analysis-forecast-phy-001-024_1650864402975.nc,236,B,2022-04-01T12:00:00,98.75,1.5,0,1.5,98.75,633324,0.536821
global-analysis-forecast-phy-001-024_1650864402975.nc,241,B,2022-04-01T12:00:00,97.5,1.58333,0,1.58333,97.5,633324,0.521256
global-analysis-forecast-phy-001-024_1650864402975.nc,242,B,2022-04-01T12:00:00,97.58334,1.58333,0,1.58333,97.58334,633324,0.523087
global-analysis-forecast-phy-001-024_1650864402975.nc,243,B,2022-04-01T12:00:00,97.66666,1.58333,0,1.58333,97.66666,633324,0.524308
global-analysis-forecast-phy-001-024_1650864402975.nc,244,B,2022-04-01T12:00:00,97.75,1.58333,0,1.58333,97.75,633324,0.525224
global-analysis-forecast-phy-001-024_1650864402975.nc,245,B,2022-04-01T12:00:00,97.83334,1.58333,0,1.58333,97.83334,633324,0.526444
global-analysis-forecast-phy-001-024_1650864402975.nc,246,B,2022-04-01T12:00:00,97.91666,1.58333,0,1.58333,97.91666,633324,0.52797
global-analysis-forecast-phy-001-024_1650864402975.nc,247,B,2022-04-01T12:00:00,98.0,1.58333,0,1.58333,98.0,633324,0.528886
global-analysis-forecast-phy-001-024_1650864402975.nc,248,B,2022-04-01T12:00:00,98.08334,1.58333,0,1.58333,98.08334,633324,0.529801
global-analysis-forecast-phy-001-024_1650864402975.nc,249,B,2022-04-01T12:00:00,98.16666,1.58333,0,1.58333,98.16666,633324,0.530412
global-analysis-forecast-phy-001-024_1650864402975.nc,250,B,2022-04-01T12:00:00,98.25,1.58333,0,1.58333,98.25,633324,0.531327
